Sequence_ID	Header	Length	Sequence_Type
g13852.t1	g13852.t1	139	PROTEIN
g13853.t1	g13853.t1	74	PROTEIN
g13854.t1	g13854.t1	199	PROTEIN
g13855.t1	g13855.t1	90	PROTEIN
g13856.t1	g13856.t1	155	PROTEIN
g13857.t1	g13857.t1	357	PROTEIN
g13858.t1	g13858.t1	500	PROTEIN
g13859.t1	g13859.t1	130	PROTEIN
g13860.t1	g13860.t1	66	PROTEIN
g13861.t1	g13861.t1	84	PROTEIN
g13862.t1	g13862.t1	523	PROTEIN
g13863.t1	g13863.t1	146	PROTEIN
g13864.t1	g13864.t1	105	PROTEIN
g13865.t1	g13865.t1	79	PROTEIN
g13866.t1	g13866.t1	1406	PROTEIN
g13867.t1	g13867.t1	125	PROTEIN
g13868.t1	g13868.t1	342	PROTEIN
g13869.t1	g13869.t1	294	PROTEIN
g13870.t1	g13870.t1	84	PROTEIN
g13871.t1	g13871.t1	331	PROTEIN
g13872.t1	g13872.t1	131	PROTEIN
g13873.t1	g13873.t1	294	PROTEIN
g13874.t1	g13874.t1	294	PROTEIN
g13875.t1	g13875.t1	241	PROTEIN
g13876.t1	g13876.t1	953	PROTEIN
g13877.t1	g13877.t1	283	PROTEIN
g13878.t1	g13878.t1	271	PROTEIN
g13879.t1	g13879.t1	121	PROTEIN
g13880.t1	g13880.t1	244	PROTEIN
g13881.t1	g13881.t1	545	PROTEIN
g13882.t1	g13882.t1	165	PROTEIN
g13883.t1	g13883.t1	84	PROTEIN
g13884.t1	g13884.t1	467	PROTEIN
g13885.t1	g13885.t1	78	PROTEIN
g13886.t1	g13886.t1	137	PROTEIN
g13887.t2	g13887.t2	689	PROTEIN
g13888.t1	g13888.t1	234	PROTEIN
g13889.t1	g13889.t1	237	PROTEIN
g13890.t1	g13890.t1	91	PROTEIN
g13891.t1	g13891.t1	66	PROTEIN
g13892.t1	g13892.t1	98	PROTEIN
g13893.t1	g13893.t1	131	PROTEIN
g13894.t1	g13894.t1	606	PROTEIN
g13895.t1	g13895.t1	948	PROTEIN
g13896.t1	g13896.t1	99	PROTEIN
g13897.t1	g13897.t1	284	PROTEIN
g13898.t1	g13898.t1	187	PROTEIN
g13899.t1	g13899.t1	34	PROTEIN
g13900.t1	g13900.t1	229	PROTEIN
g13901.t1	g13901.t1	194	PROTEIN
g13902.t1	g13902.t1	142	PROTEIN
g13903.t1	g13903.t1	265	PROTEIN
g13904.t2	g13904.t2	170	PROTEIN
g13905.t1	g13905.t1	429	PROTEIN
g13906.t1	g13906.t1	277	PROTEIN
g13907.t2	g13907.t2	646	PROTEIN
g13908.t1	g13908.t1	384	PROTEIN
g13909.t1	g13909.t1	274	PROTEIN
g13910.t1	g13910.t1	276	PROTEIN
g13911.t1	g13911.t1	327	PROTEIN
g13912.t1	g13912.t1	193	PROTEIN
g13913.t1	g13913.t1	429	PROTEIN
g13914.t1	g13914.t1	916	PROTEIN
g13915.t1	g13915.t1	420	PROTEIN
g13916.t1	g13916.t1	376	PROTEIN
g13917.t1	g13917.t1	921	PROTEIN
g13918.t1	g13918.t1	108	PROTEIN
g13919.t1	g13919.t1	1288	PROTEIN
g13920.t1	g13920.t1	155	PROTEIN
g13921.t1	g13921.t1	287	PROTEIN
g13922.t1	g13922.t1	294	PROTEIN
g13923.t1	g13923.t1	85	PROTEIN
g13924.t1	g13924.t1	720	PROTEIN
g13925.t1	g13925.t1	101	PROTEIN
g13926.t1	g13926.t1	1080	PROTEIN
g13927.t2	g13927.t2	709	PROTEIN
g13928.t1	g13928.t1	329	PROTEIN
g13929.t1	g13929.t1	79	PROTEIN
g13930.t1	g13930.t1	277	PROTEIN
g13931.t1	g13931.t1	117	PROTEIN
g13932.t1	g13932.t1	264	PROTEIN
g13933.t1	g13933.t1	170	PROTEIN
g13934.t1	g13934.t1	557	PROTEIN
g13935.t1	g13935.t1	510	PROTEIN
g13936.t1	g13936.t1	520	PROTEIN
g13937.t1	g13937.t1	71	PROTEIN
g13938.t1	g13938.t1	176	PROTEIN
g13939.t1	g13939.t1	311	PROTEIN
g13940.t1	g13940.t1	382	PROTEIN
g13941.t1	g13941.t1	116	PROTEIN
g13942.t1	g13942.t1	199	PROTEIN
g13943.t1	g13943.t1	650	PROTEIN
g13944.t1	g13944.t1	580	PROTEIN
g13945.t1	g13945.t1	574	PROTEIN
g13946.t1	g13946.t1	40	PROTEIN
g13947.t1	g13947.t1	270	PROTEIN
g13948.t1	g13948.t1	446	PROTEIN
g13949.t1	g13949.t1	91	PROTEIN
g13950.t1	g13950.t1	428	PROTEIN
g13951.t1	g13951.t1	84	PROTEIN
g13952.t1	g13952.t1	763	PROTEIN
g13953.t1	g13953.t1	392	PROTEIN
g13954.t1	g13954.t1	266	PROTEIN
g13955.t1	g13955.t1	184	PROTEIN
g13956.t1	g13956.t1	97	PROTEIN
g13957.t1	g13957.t1	287	PROTEIN
g13958.t1	g13958.t1	128	PROTEIN
g13959.t1	g13959.t1	368	PROTEIN
g13960.t2	g13960.t2	1051	PROTEIN
g13961.t1	g13961.t1	204	PROTEIN
g13962.t2	g13962.t2	644	PROTEIN
g13963.t1	g13963.t1	1334	PROTEIN
g13964.t1	g13964.t1	244	PROTEIN
g13965.t1	g13965.t1	429	PROTEIN
g13966.t2	g13966.t2	8314	PROTEIN
g13967.t1	g13967.t1	607	PROTEIN
g13968.t2	g13968.t2	945	PROTEIN
g13969.t1	g13969.t1	449	PROTEIN
g13970.t1	g13970.t1	526	PROTEIN
g13971.t3	g13971.t3	1807	PROTEIN
g13972.t1	g13972.t1	76	PROTEIN
g13973.t1	g13973.t1	135	PROTEIN
g13974.t1	g13974.t1	111	PROTEIN
g13975.t1	g13975.t1	94	PROTEIN
g13976.t1	g13976.t1	121	PROTEIN
g13977.t1	g13977.t1	90	PROTEIN
g13978.t1	g13978.t1	163	PROTEIN
g13979.t1	g13979.t1	87	PROTEIN
g13980.t1	g13980.t1	89	PROTEIN
g13981.t1	g13981.t1	173	PROTEIN
g13982.t1	g13982.t1	520	PROTEIN
g13983.t1	g13983.t1	87	PROTEIN
g13984.t1	g13984.t1	239	PROTEIN
g13985.t1	g13985.t1	1104	PROTEIN
g13986.t2	g13986.t2	231	PROTEIN
g13987.t1	g13987.t1	163	PROTEIN
g13988.t1	g13988.t1	208	PROTEIN
g13989.t1	g13989.t1	165	PROTEIN
g13990.t1	g13990.t1	407	PROTEIN
g13991.t1	g13991.t1	129	PROTEIN
g13992.t1	g13992.t1	148	PROTEIN
g13993.t1	g13993.t1	366	PROTEIN
g13994.t1	g13994.t1	208	PROTEIN
g13995.t1	g13995.t1	100	PROTEIN
g13996.t1	g13996.t1	129	PROTEIN
g13997.t1	g13997.t1	242	PROTEIN
g13998.t1	g13998.t1	105	PROTEIN
g13999.t1	g13999.t1	161	PROTEIN
g14000.t1	g14000.t1	342	PROTEIN
g14001.t1	g14001.t1	99	PROTEIN
g14002.t2	g14002.t2	975	PROTEIN
g14003.t1	g14003.t1	78	PROTEIN
g14004.t1	g14004.t1	359	PROTEIN
g14005.t1	g14005.t1	109	PROTEIN
g14006.t1	g14006.t1	697	PROTEIN
g14007.t1	g14007.t1	126	PROTEIN
g14008.t1	g14008.t1	889	PROTEIN
g14009.t1	g14009.t1	116	PROTEIN
g14010.t1	g14010.t1	79	PROTEIN
g14011.t1	g14011.t1	209	PROTEIN
g14012.t1	g14012.t1	144	PROTEIN
g14013.t1	g14013.t1	96	PROTEIN
g14014.t1	g14014.t1	262	PROTEIN
g14015.t1	g14015.t1	377	PROTEIN
g14016.t1	g14016.t1	250	PROTEIN
g14017.t1	g14017.t1	562	PROTEIN
g14018.t1	g14018.t1	151	PROTEIN
g14019.t1	g14019.t1	80	PROTEIN
g14020.t1	g14020.t1	253	PROTEIN
g14021.t1	g14021.t1	78	PROTEIN
g14022.t1	g14022.t1	349	PROTEIN
g14023.t1	g14023.t1	971	PROTEIN
g14024.t1	g14024.t1	276	PROTEIN
g14025.t1	g14025.t1	513	PROTEIN
g14026.t1	g14026.t1	513	PROTEIN
g14027.t1	g14027.t1	194	PROTEIN
g14028.t1	g14028.t1	76	PROTEIN
g14029.t1	g14029.t1	172	PROTEIN
g14030.t1	g14030.t1	165	PROTEIN
g14031.t1	g14031.t1	109	PROTEIN
g14032.t1	g14032.t1	324	PROTEIN
g14033.t1	g14033.t1	81	PROTEIN
g14034.t1	g14034.t1	156	PROTEIN
g14035.t1	g14035.t1	156	PROTEIN
g14036.t1	g14036.t1	284	PROTEIN
g14037.t1	g14037.t1	274	PROTEIN
g14038.t1	g14038.t1	1016	PROTEIN
g14039.t1	g14039.t1	74	PROTEIN
g14040.t1	g14040.t1	684	PROTEIN
g14041.t1	g14041.t1	597	PROTEIN
g14042.t1	g14042.t1	219	PROTEIN
g14043.t1	g14043.t1	338	PROTEIN
g14044.t1	g14044.t1	617	PROTEIN
g14045.t1	g14045.t1	439	PROTEIN
g14046.t1	g14046.t1	473	PROTEIN
g14047.t2	g14047.t2	375	PROTEIN
g14048.t1	g14048.t1	468	PROTEIN
g14049.t1	g14049.t1	86	PROTEIN
g14050.t1	g14050.t1	1607	PROTEIN
g14051.t1	g14051.t1	280	PROTEIN
g14052.t1	g14052.t1	79	PROTEIN
g14053.t1	g14053.t1	201	PROTEIN
g14054.t1	g14054.t1	150	PROTEIN
g14055.t1	g14055.t1	113	PROTEIN
g14056.t1	g14056.t1	110	PROTEIN
g14057.t1	g14057.t1	77	PROTEIN
g14058.t1	g14058.t1	168	PROTEIN
g14059.t3	g14059.t3	361	PROTEIN
g14060.t1	g14060.t1	421	PROTEIN
g14061.t1	g14061.t1	818	PROTEIN
g14062.t1	g14062.t1	405	PROTEIN
g14063.t1	g14063.t1	418	PROTEIN
g14064.t1	g14064.t1	491	PROTEIN
g14065.t1	g14065.t1	569	PROTEIN
g14066.t1	g14066.t1	104	PROTEIN
g14067.t1	g14067.t1	568	PROTEIN
g14068.t1	g14068.t1	67	PROTEIN
g14069.t1	g14069.t1	668	PROTEIN
g14070.t1	g14070.t1	117	PROTEIN
g14071.t1	g14071.t1	131	PROTEIN
g14072.t1	g14072.t1	312	PROTEIN
g14073.t1	g14073.t1	254	PROTEIN
g14074.t1	g14074.t1	170	PROTEIN
g14075.t1	g14075.t1	109	PROTEIN
g14076.t1	g14076.t1	76	PROTEIN
g14077.t1	g14077.t1	179	PROTEIN
g14078.t1	g14078.t1	180	PROTEIN
g14079.t1	g14079.t1	359	PROTEIN
g14080.t1	g14080.t1	132	PROTEIN
g14081.t1	g14081.t1	44	PROTEIN
g14082.t1	g14082.t1	1224	PROTEIN
g14083.t1	g14083.t1	246	PROTEIN
g14084.t1	g14084.t1	82	PROTEIN
g14085.t1	g14085.t1	390	PROTEIN
g14086.t1	g14086.t1	606	PROTEIN
g14087.t1	g14087.t1	131	PROTEIN
g14088.t1	g14088.t1	140	PROTEIN
g14089.t1	g14089.t1	605	PROTEIN
g14090.t1	g14090.t1	304	PROTEIN
g14091.t1	g14091.t1	122	PROTEIN
g14092.t1	g14092.t1	1473	PROTEIN
g14093.t1	g14093.t1	184	PROTEIN
g14094.t1	g14094.t1	156	PROTEIN
g14095.t1	g14095.t1	123	PROTEIN
g14096.t1	g14096.t1	577	PROTEIN
g14097.t1	g14097.t1	96	PROTEIN
g14098.t1	g14098.t1	196	PROTEIN
g14099.t1	g14099.t1	652	PROTEIN
g14100.t1	g14100.t1	109	PROTEIN
g14101.t2	g14101.t2	576	PROTEIN
g14102.t1	g14102.t1	428	PROTEIN
g14103.t1	g14103.t1	282	PROTEIN
g14104.t1	g14104.t1	241	PROTEIN
g14105.t1	g14105.t1	99	PROTEIN
g14106.t1	g14106.t1	147	PROTEIN
g14107.t1	g14107.t1	383	PROTEIN
g14108.t1	g14108.t1	533	PROTEIN
g14109.t1	g14109.t1	206	PROTEIN
g14110.t1	g14110.t1	109	PROTEIN
g14111.t1	g14111.t1	393	PROTEIN
g14112.t1	g14112.t1	123	PROTEIN
g14113.t1	g14113.t1	434	PROTEIN
g14114.t1	g14114.t1	128	PROTEIN
g14115.t1	g14115.t1	133	PROTEIN
g14116.t1	g14116.t1	85	PROTEIN
g14117.t1	g14117.t1	286	PROTEIN
g14118.t1	g14118.t1	168	PROTEIN
g14119.t1	g14119.t1	70	PROTEIN
g14120.t1	g14120.t1	105	PROTEIN
g14121.t1	g14121.t1	42	PROTEIN
g14122.t1	g14122.t1	136	PROTEIN
g14123.t1	g14123.t1	109	PROTEIN
g14124.t1	g14124.t1	165	PROTEIN
g14125.t1	g14125.t1	583	PROTEIN
g14126.t1	g14126.t1	1656	PROTEIN
g14127.t1	g14127.t1	366	PROTEIN
g14128.t1	g14128.t1	187	PROTEIN
g14129.t1	g14129.t1	109	PROTEIN
g14130.t1	g14130.t1	118	PROTEIN
g14131.t1	g14131.t1	68	PROTEIN
g14132.t1	g14132.t1	201	PROTEIN
g14133.t1	g14133.t1	220	PROTEIN
g14134.t1	g14134.t1	262	PROTEIN
g14135.t1	g14135.t1	507	PROTEIN
g14136.t1	g14136.t1	113	PROTEIN
g14137.t1	g14137.t1	104	PROTEIN
g14138.t1	g14138.t1	121	PROTEIN
g14139.t1	g14139.t1	123	PROTEIN
g14140.t1	g14140.t1	614	PROTEIN
g14141.t1	g14141.t1	86	PROTEIN
g14142.t1	g14142.t1	121	PROTEIN
g14143.t1	g14143.t1	80	PROTEIN
g14144.t1	g14144.t1	457	PROTEIN
g14145.t1	g14145.t1	395	PROTEIN
g14146.t1	g14146.t1	318	PROTEIN
g14147.t1	g14147.t1	205	PROTEIN
g14148.t1	g14148.t1	867	PROTEIN
g14149.t1	g14149.t1	1605	PROTEIN
g14150.t1	g14150.t1	47	PROTEIN
g14151.t1	g14151.t1	120	PROTEIN
g14152.t1	g14152.t1	90	PROTEIN
g14153.t1	g14153.t1	640	PROTEIN
g14154.t1	g14154.t1	389	PROTEIN
g14155.t1	g14155.t1	109	PROTEIN
g14156.t1	g14156.t1	157	PROTEIN
g14157.t1	g14157.t1	372	PROTEIN
g14158.t1	g14158.t1	149	PROTEIN
g14159.t1	g14159.t1	94	PROTEIN
g14160.t1	g14160.t1	563	PROTEIN
g14161.t1	g14161.t1	437	PROTEIN
g14162.t1	g14162.t1	379	PROTEIN
g14163.t1	g14163.t1	382	PROTEIN
g14164.t1	g14164.t1	843	PROTEIN
g14165.t1	g14165.t1	294	PROTEIN
g14166.t1	g14166.t1	188	PROTEIN
g14167.t1	g14167.t1	81	PROTEIN
g14168.t1	g14168.t1	422	PROTEIN
g14169.t1	g14169.t1	218	PROTEIN
g14170.t1	g14170.t1	98	PROTEIN
g14171.t1	g14171.t1	145	PROTEIN
g14172.t1	g14172.t1	59	PROTEIN
g14173.t1	g14173.t1	407	PROTEIN
g14174.t1	g14174.t1	124	PROTEIN
g14175.t1	g14175.t1	141	PROTEIN
g14176.t1	g14176.t1	133	PROTEIN
g14177.t1	g14177.t1	195	PROTEIN
g14178.t1	g14178.t1	213	PROTEIN
g14179.t1	g14179.t1	381	PROTEIN
g14180.t1	g14180.t1	114	PROTEIN
g14181.t1	g14181.t1	77	PROTEIN
g14182.t2	g14182.t2	683	PROTEIN
g14183.t1	g14183.t1	650	PROTEIN
g14184.t1	g14184.t1	317	PROTEIN
g14185.t1	g14185.t1	1584	PROTEIN
g14186.t1	g14186.t1	376	PROTEIN
g14187.t1	g14187.t1	274	PROTEIN
g14188.t1	g14188.t1	352	PROTEIN
g14189.t1	g14189.t1	97	PROTEIN
g14190.t1	g14190.t1	571	PROTEIN
g14191.t1	g14191.t1	373	PROTEIN
g14192.t1	g14192.t1	308	PROTEIN
g14193.t1	g14193.t1	455	PROTEIN
g14194.t1	g14194.t1	232	PROTEIN
g14195.t1	g14195.t1	463	PROTEIN
g14196.t1	g14196.t1	1499	PROTEIN
g14197.t1	g14197.t1	76	PROTEIN
g14198.t1	g14198.t1	416	PROTEIN
g14199.t1	g14199.t1	174	PROTEIN
g14200.t1	g14200.t1	573	PROTEIN
g14201.t1	g14201.t1	174	PROTEIN
g14202.t1	g14202.t1	112	PROTEIN
g14203.t1	g14203.t1	88	PROTEIN
g14204.t1	g14204.t1	210	PROTEIN
g14205.t1	g14205.t1	150	PROTEIN
g14206.t1	g14206.t1	197	PROTEIN
g14207.t1	g14207.t1	113	PROTEIN
g14208.t1	g14208.t1	1113	PROTEIN
g14209.t1	g14209.t1	102	PROTEIN
g14210.t1	g14210.t1	77	PROTEIN
g14211.t1	g14211.t1	595	PROTEIN
g14212.t1	g14212.t1	203	PROTEIN
g14213.t1	g14213.t1	92	PROTEIN
g14214.t1	g14214.t1	76	PROTEIN
g14215.t1	g14215.t1	473	PROTEIN
g14216.t1	g14216.t1	87	PROTEIN
g14217.t1	g14217.t1	153	PROTEIN
g14218.t1	g14218.t1	1240	PROTEIN
g14219.t1	g14219.t1	673	PROTEIN
g14220.t1	g14220.t1	319	PROTEIN
g14221.t1	g14221.t1	153	PROTEIN
g14222.t1	g14222.t1	725	PROTEIN
g14223.t1	g14223.t1	329	PROTEIN
g14224.t1	g14224.t1	313	PROTEIN
g14225.t1	g14225.t1	321	PROTEIN
g14226.t1	g14226.t1	543	PROTEIN
g14227.t1	g14227.t1	129	PROTEIN
g14228.t1	g14228.t1	196	PROTEIN
g14229.t1	g14229.t1	330	PROTEIN
g14230.t1	g14230.t1	261	PROTEIN
g14231.t1	g14231.t1	825	PROTEIN
g14232.t1	g14232.t1	138	PROTEIN
g14233.t1	g14233.t1	1162	PROTEIN
g14234.t1	g14234.t1	164	PROTEIN
g14235.t2	g14235.t2	1639	PROTEIN
g14236.t1	g14236.t1	144	PROTEIN
g14237.t1	g14237.t1	265	PROTEIN
g14238.t1	g14238.t1	119	PROTEIN
g14239.t1	g14239.t1	739	PROTEIN
g14240.t1	g14240.t1	100	PROTEIN
g14241.t1	g14241.t1	424	PROTEIN
g14242.t1	g14242.t1	823	PROTEIN
g14243.t1	g14243.t1	1090	PROTEIN
g14244.t1	g14244.t1	130	PROTEIN
g14245.t1	g14245.t1	261	PROTEIN
g14246.t1	g14246.t1	569	PROTEIN
g14247.t1	g14247.t1	210	PROTEIN
g14248.t1	g14248.t1	713	PROTEIN
g14249.t1	g14249.t1	219	PROTEIN
g14250.t2	g14250.t2	225	PROTEIN
g14251.t1	g14251.t1	766	PROTEIN
g14252.t1	g14252.t1	292	PROTEIN
g14253.t1	g14253.t1	3309	PROTEIN
g14254.t1	g14254.t1	413	PROTEIN
g14255.t1	g14255.t1	170	PROTEIN
g14256.t1	g14256.t1	540	PROTEIN
g14257.t1	g14257.t1	272	PROTEIN
g14258.t1	g14258.t1	578	PROTEIN
g14259.t1	g14259.t1	57	PROTEIN
g14260.t1	g14260.t1	123	PROTEIN
g14261.t1	g14261.t1	104	PROTEIN
g14262.t1	g14262.t1	112	PROTEIN
g14263.t1	g14263.t1	188	PROTEIN
g14264.t1	g14264.t1	97	PROTEIN
g14265.t1	g14265.t1	481	PROTEIN
g14266.t1	g14266.t1	958	PROTEIN
g14267.t1	g14267.t1	456	PROTEIN
g14268.t1	g14268.t1	938	PROTEIN
g14269.t1	g14269.t1	623	PROTEIN
g14270.t1	g14270.t1	468	PROTEIN
g14271.t1	g14271.t1	529	PROTEIN
g14272.t1	g14272.t1	462	PROTEIN
g14273.t1	g14273.t1	437	PROTEIN
g14274.t3	g14274.t3	450	PROTEIN
g14275.t1	g14275.t1	28	PROTEIN
g14276.t1	g14276.t1	566	PROTEIN
g14277.t1	g14277.t1	564	PROTEIN
g14278.t1	g14278.t1	564	PROTEIN
g14279.t1	g14279.t1	441	PROTEIN
g14280.t1	g14280.t1	214	PROTEIN
g14281.t2	g14281.t2	328	PROTEIN
g14282.t1	g14282.t1	390	PROTEIN
g14283.t1	g14283.t1	233	PROTEIN
g14284.t1	g14284.t1	115	PROTEIN
g14285.t1	g14285.t1	89	PROTEIN
g14286.t1	g14286.t1	403	PROTEIN
g14287.t1	g14287.t1	428	PROTEIN
g14288.t1	g14288.t1	128	PROTEIN
g14289.t1	g14289.t1	343	PROTEIN
g14290.t1	g14290.t1	533	PROTEIN
g14291.t1	g14291.t1	89	PROTEIN
g14292.t1	g14292.t1	401	PROTEIN
g14293.t1	g14293.t1	54	PROTEIN
g14294.t1	g14294.t1	114	PROTEIN
g14295.t1	g14295.t1	68	PROTEIN
g14296.t1	g14296.t1	1157	PROTEIN
g14297.t1	g14297.t1	131	PROTEIN
g14298.t1	g14298.t1	263	PROTEIN
g14299.t1	g14299.t1	263	PROTEIN
g14300.t1	g14300.t1	121	PROTEIN
g14301.t1	g14301.t1	188	PROTEIN
g14302.t1	g14302.t1	135	PROTEIN
g14303.t1	g14303.t1	82	PROTEIN
g14304.t1	g14304.t1	42	PROTEIN
g14305.t1	g14305.t1	91	PROTEIN
g14306.t1	g14306.t1	298	PROTEIN
g14307.t1	g14307.t1	406	PROTEIN
g14308.t1	g14308.t1	140	PROTEIN
g14309.t1	g14309.t1	170	PROTEIN
g14310.t1	g14310.t1	106	PROTEIN
g14311.t1	g14311.t1	575	PROTEIN
g14312.t1	g14312.t1	360	PROTEIN
g14313.t1	g14313.t1	82	PROTEIN
g14314.t1	g14314.t1	141	PROTEIN
g14315.t1	g14315.t1	72	PROTEIN
g14316.t2	g14316.t2	1976	PROTEIN
g14317.t1	g14317.t1	104	PROTEIN
g14318.t1	g14318.t1	599	PROTEIN
g14319.t1	g14319.t1	474	PROTEIN
g14320.t1	g14320.t1	421	PROTEIN
g14321.t1	g14321.t1	127	PROTEIN
g14322.t2	g14322.t2	398	PROTEIN
g14323.t1	g14323.t1	146	PROTEIN
g14324.t1	g14324.t1	234	PROTEIN
g14325.t1	g14325.t1	117	PROTEIN
g14326.t1	g14326.t1	103	PROTEIN
g14327.t1	g14327.t1	194	PROTEIN
g14328.t1	g14328.t1	112	PROTEIN
g14329.t1	g14329.t1	64	PROTEIN
g14330.t1	g14330.t1	789	PROTEIN
g14331.t1	g14331.t1	1013	PROTEIN
g14332.t1	g14332.t1	184	PROTEIN
g14333.t1	g14333.t1	83	PROTEIN
g14334.t1	g14334.t1	81	PROTEIN
g14335.t1	g14335.t1	114	PROTEIN
g14336.t1	g14336.t1	112	PROTEIN
g14337.t1	g14337.t1	109	PROTEIN
g14338.t1	g14338.t1	154	PROTEIN
g14339.t1	g14339.t1	579	PROTEIN
g14340.t1	g14340.t1	206	PROTEIN
g14341.t1	g14341.t1	107	PROTEIN
g14342.t1	g14342.t1	365	PROTEIN
g14343.t1	g14343.t1	1033	PROTEIN
g14344.t3	g14344.t3	2882	PROTEIN
g14345.t1	g14345.t1	430	PROTEIN
g14346.t1	g14346.t1	488	PROTEIN
g14347.t1	g14347.t1	109	PROTEIN
g14348.t1	g14348.t1	1198	PROTEIN
g14349.t1	g14349.t1	1112	PROTEIN
g14350.t1	g14350.t1	79	PROTEIN
g14351.t1	g14351.t1	96	PROTEIN
g14352.t1	g14352.t1	311	PROTEIN
g14353.t1	g14353.t1	309	PROTEIN
g14354.t1	g14354.t1	253	PROTEIN
g14355.t1	g14355.t1	119	PROTEIN
g14356.t1	g14356.t1	95	PROTEIN
g14357.t1	g14357.t1	93	PROTEIN
g14358.t1	g14358.t1	171	PROTEIN
g14359.t1	g14359.t1	744	PROTEIN
g14360.t1	g14360.t1	151	PROTEIN
g14361.t1	g14361.t1	179	PROTEIN
g14362.t1	g14362.t1	274	PROTEIN
g14363.t1	g14363.t1	157	PROTEIN
g14364.t1	g14364.t1	252	PROTEIN
g14365.t1	g14365.t1	78	PROTEIN
g14366.t1	g14366.t1	429	PROTEIN
g14367.t1	g14367.t1	255	PROTEIN
g14368.t1	g14368.t1	143	PROTEIN
g14369.t1	g14369.t1	327	PROTEIN
g14370.t1	g14370.t1	300	PROTEIN
g14371.t1	g14371.t1	145	PROTEIN
g14372.t1	g14372.t1	101	PROTEIN
g14373.t1	g14373.t1	192	PROTEIN
g14374.t1	g14374.t1	114	PROTEIN
g14375.t1	g14375.t1	519	PROTEIN
g14376.t1	g14376.t1	750	PROTEIN
g14377.t1	g14377.t1	581	PROTEIN
g14378.t1	g14378.t1	375	PROTEIN
g14379.t1	g14379.t1	146	PROTEIN
g14380.t1	g14380.t1	314	PROTEIN
g14381.t1	g14381.t1	143	PROTEIN
g14382.t1	g14382.t1	331	PROTEIN
g14383.t1	g14383.t1	82	PROTEIN
g14384.t1	g14384.t1	120	PROTEIN
g14385.t1	g14385.t1	112	PROTEIN
g14386.t1	g14386.t1	431	PROTEIN
g14387.t1	g14387.t1	108	PROTEIN
g14388.t2	g14388.t2	303	PROTEIN
g14389.t1	g14389.t1	88	PROTEIN
g14390.t1	g14390.t1	637	PROTEIN
g14391.t1	g14391.t1	355	PROTEIN
g14392.t1	g14392.t1	651	PROTEIN
g14393.t1	g14393.t1	245	PROTEIN
g14394.t1	g14394.t1	534	PROTEIN
g14395.t1	g14395.t1	288	PROTEIN
g14396.t1	g14396.t1	354	PROTEIN
g14397.t1	g14397.t1	138	PROTEIN
g14398.t1	g14398.t1	71	PROTEIN
g14399.t1	g14399.t1	301	PROTEIN
g14400.t1	g14400.t1	466	PROTEIN
g14401.t1	g14401.t1	501	PROTEIN
g14402.t1	g14402.t1	439	PROTEIN
g14403.t2	g14403.t2	482	PROTEIN
g14404.t1	g14404.t1	637	PROTEIN
g14405.t2	g14405.t2	324	PROTEIN
g14406.t1	g14406.t1	84	PROTEIN
g14407.t1	g14407.t1	1102	PROTEIN
g14408.t1	g14408.t1	88	PROTEIN
g14409.t1	g14409.t1	115	PROTEIN
g14410.t1	g14410.t1	69	PROTEIN
g14411.t1	g14411.t1	261	PROTEIN
g14412.t1	g14412.t1	557	PROTEIN
g14413.t1	g14413.t1	1285	PROTEIN
g14414.t1	g14414.t1	760	PROTEIN
g14415.t1	g14415.t1	1402	PROTEIN
g14416.t1	g14416.t1	48	PROTEIN
g14417.t1	g14417.t1	92	PROTEIN
g14418.t1	g14418.t1	168	PROTEIN
g14419.t1	g14419.t1	76	PROTEIN
g14420.t1	g14420.t1	124	PROTEIN
g14421.t1	g14421.t1	163	PROTEIN
g14422.t1	g14422.t1	87	PROTEIN
g14423.t1	g14423.t1	620	PROTEIN
g14424.t1	g14424.t1	325	PROTEIN
g14425.t1	g14425.t1	102	PROTEIN
g14426.t1	g14426.t1	232	PROTEIN
g14427.t1	g14427.t1	611	PROTEIN
g14428.t1	g14428.t1	105	PROTEIN
g14429.t1	g14429.t1	157	PROTEIN
g14430.t1	g14430.t1	248	PROTEIN
g14431.t1	g14431.t1	153	PROTEIN
g14432.t1	g14432.t1	87	PROTEIN
g14433.t1	g14433.t1	709	PROTEIN
g14434.t1	g14434.t1	298	PROTEIN
g14435.t1	g14435.t1	187	PROTEIN
g14436.t1	g14436.t1	986	PROTEIN
g14437.t1	g14437.t1	140	PROTEIN
g14438.t1	g14438.t1	376	PROTEIN
g14439.t1	g14439.t1	745	PROTEIN
g14440.t1	g14440.t1	494	PROTEIN
g14441.t1	g14441.t1	186	PROTEIN
g14442.t1	g14442.t1	228	PROTEIN
g14443.t1	g14443.t1	161	PROTEIN
g14444.t3	g14444.t3	837	PROTEIN
g14445.t1	g14445.t1	1061	PROTEIN
g14446.t1	g14446.t1	442	PROTEIN
g14447.t1	g14447.t1	373	PROTEIN
g14448.t1	g14448.t1	231	PROTEIN
g14449.t1	g14449.t1	436	PROTEIN
g14450.t1	g14450.t1	415	PROTEIN
g14451.t1	g14451.t1	103	PROTEIN
g14452.t2	g14452.t2	435	PROTEIN
g14453.t1	g14453.t1	81	PROTEIN
g14454.t1	g14454.t1	78	PROTEIN
g14455.t1	g14455.t1	351	PROTEIN
g14456.t1	g14456.t1	373	PROTEIN
g14457.t1	g14457.t1	380	PROTEIN
