gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g15511.t1	24	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	285	tr|A0A7E5WWH7|A0A7E5WWH7_TRINI	Trichoplusia ni	7111	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	74.394	100.0	1.65e-154	441.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR018114; IPR001314	Serine proteases, trypsin domain; Peptidase S1, PA clan; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A7E5WWH7|A0A7E5WWH7_TRINI Trypsin beta-like OS=Trichoplusia ni OX=7111 GN=LOC113506571 PE=3 SV=1
g17688.t1	25	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	171	tr|A0ABQ7QL21|A0ABQ7QL21_PLUXY	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	74.269	100.0	1.37e-88	271.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR000734; IPR013818	Alpha/Beta hydrolase fold; Triacylglycerol lipase family; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(PANTHER)|GO:0016298(InterPro)|GO:0017171(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	tr|A0ABQ7QL21|A0ABQ7QL21_PLUXY Lipase domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_008496 PE=3 SV=1
g1240.t2	26	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	322	tr|A0A4C1SQQ9|A0A4C1SQQ9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	96.584	100.0	0.0	649.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Lipase	IPR013818; IPR029058; IPR000734; IPR036392	Lipase; Alpha/Beta hydrolase fold; Triacylglycerol lipase family; PLAT/LH2 domain superfamily	PF00151; Lipase	PTHR11610; LIPASE	GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER); GO:0005515(InterPro)	enzyme; digestion	DIGESTION	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1
g2734.t1	27	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	468	tr|A0A4C1TFN7|A0A4C1TFN7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.65	100.0	0.0	964.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Metalloenzyme, LuxS/M16 peptidase-like	IPR011249; IPR011765; IPR001431; IPR050361; IPR007863	Metalloenzyme, LuxS/M16 peptidase-like; Peptidase M16, N-terminal; Peptidase M16, zinc-binding site; Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex; Peptidase M16, C-terminal	PF00675; Insulinase (Peptidase family M16); PF05193; Peptidase M16 inactive domain	PTHR11851; METALLOPROTEASE	GO:0046872(InterPro); GO:0004222(InterPro)|GO:0006508(InterPro); GO:0004222(PANTHER)|GO:0005739(PANTHER)|GO:0006627(PANTHER)	enzyme; digestion	DIGESTION	Mitochondrial-processing peptidase subunit beta OS=Eumeta variegata OX=151549 GN=PMPCB PE=3 SV=1
g1080.t1	28	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	466	tr|A0A4C1VVT3|A0A4C1VVT3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.923	100.0	0.0	937.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Winged helix-like DNA-binding domain superfamily	IPR036388; IPR000994; IPR036390; IPR002468; IPR036005; IPR001714; IPR018349	Winged helix-like DNA-binding domain superfamily; Peptidase M24; Winged helix DNA-binding domain superfamily; Peptidase M24A, methionine aminopeptidase, subfamily 2; Creatinase/aminopeptidase-like; Peptidase M24, methionine aminopeptidase; Peptidase M24A, methionine aminopeptidase, subfamily 2, binding site	PF00557; Metallopeptidase family M24	PTHR45777; METHIONINE AMINOPEPTIDASE 2	GO:0006508(InterPro)|GO:0070006(InterPro); GO:0004177(PANTHER)|GO:0005737(PANTHER)|GO:0006508(InterPro)|GO:0008235(PANTHER)|GO:0035551(PANTHER)|GO:0070006(InterPro)	enzyme; transcription_factor; digestion	DIGESTION	Methionine aminopeptidase 2 OS=Eumeta variegata OX=151549 GN=METAP2 PE=3 SV=1
g2988.t1	29	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	481	tr|A0A4C1SPZ9|A0A4C1SPZ9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.852	100.0	0.0	929.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Zinc carboxypeptidases, zinc-binding region 1	IPR057246; IPR000834; IPR050753; IPR057247; IPR008969	Zinc carboxypeptidases, zinc-binding region 1; Peptidase M14, carboxypeptidase A; Peptidase M14 domain-containing protein; Zinc carboxypeptidases, zinc-binding region 2; Carboxypeptidase-like, regulatory domain superfamily	PF00246; Zinc carboxypeptidase	PTHR11532; PROTEASE M14 CARBOXYPEPTIDASE	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006518(PANTHER)|GO:0016485(PANTHER)	enzyme; digestion	DIGESTION	Carboxypeptidase E OS=Eumeta variegata OX=151549 GN=CPE PE=3 SV=1
g3971.t1	30	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	271	tr|A0A4C1VYV1|A0A4C1VYV1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.395	100.0	2.15e-175	492.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase S1A, chymotrypsin family	IPR001314; IPR001254; IPR033116; IPR018114; IPR009003	Peptidase S1A, chymotrypsin family; Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Serine protease-like, trypsin family, histidine active site; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_49483_1 PE=3 SV=1
g1247.t1	31	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	173	tr|A0AAD7YKZ8|A0AAD7YKZ8_MYTSE	Bombyx mandarina	7092	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.723	100.0	6.14e-93	288.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Xaa-Pro dipeptidase-like	IPR052433; IPR007865; IPR029149	Xaa-Pro dipeptidase-like; Aminopeptidase P, N-terminal; Creatinase/Aminopeptidase P/Spt16, N-terminal	PF05195; Aminopeptidase P, N-terminal domain	PTHR48480	GO:0030145(InterPro)|GO:0070006(InterPro)	enzyme; digestion	DIGESTION	Xaa-Pro dipeptidase OS=Mythimna separata OX=271217 GN=PYW07_012334 PE=3 SV=1
g15091.t1	32	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	263	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.167	100.0	1.41e-143	412.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR033116; IPR001314; IPR018114; IPR009003	Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1
g14298.t1	33	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	263	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.788	100.0	2.91e-143	411.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine protease-like, trypsin family, histidine active site	IPR018114; IPR001314; IPR001254; IPR033116; IPR009003	Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family; Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1
g3537.t1	34	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	396	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.061	100.0	0.0	676.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serpin superfamily, domain 2	IPR042185; IPR042178; IPR000215; IPR023795; IPR023796; IPR036186	Serpin superfamily, domain 2; Serpin superfamily, domain 1; Serpin family; Serpin, conserved site; Serpin domain; Serpin superfamily	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1
g94.t1	35	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	328	tr|A0A4C1W5T8|A0A4C1W5T8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.41	100.0	0.0	588.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M1 family aminopeptidases	IPR050344; IPR024571	Peptidase M1 family aminopeptidases; ERAP1-like C-terminal domain	PF11838; ERAP1-like C-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95141_1 PE=3 SV=1
g15418.t1	36	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	431	tr|A0A4C1U4Z9|A0A4C1U4Z9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.912	100.0	0.0	885.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Tubulin-tyrosine ligase/Tubulin polyglutamylase	IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase	PF03133; Tubulin-tyrosine ligase family	PTHR12241; TUBULIN POLYGLUTAMYLASE	GO:0000226(PANTHER)|GO:0015631(PANTHER)|GO:0018095(PANTHER)|GO:0036064(PANTHER)|GO:0070740(PANTHER); GO:0036211(InterPro)	digestion	DIGESTION	tr|A0A4C1U4Z9|A0A4C1U4Z9_EUMVA Polyglutamylase complex subunit TTLL1 OS=Eumeta variegata OX=151549 GN=Ttll1 PE=3 SV=1
g4123.t1	37	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	190	tr|A0A4C1U445|A0A4C1U445_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	93.684	100.0	5.62e-129	367.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Signal peptidase complex subunit 2	IPR009582	Signal peptidase complex subunit 2	PF06703; Microsomal signal peptidase 25 kDa subunit (SPC25)	PTHR13085; MICROSOMAL SIGNAL PEPTIDASE 25 KDA SUBUNIT	GO:0005787(InterPro)|GO:0005787(PANTHER)|GO:0006465(PANTHER)|GO:0016020(InterPro)|GO:0045047(PANTHER)|GO:0051604(InterPro); GO:0005787(InterPro)|GO:0016020(InterPro)|GO:0051604(InterPro)	enzyme; digestion	DIGESTION	Signal peptidase complex subunit 2 OS=Eumeta variegata OX=151549 GN=Spase25 PE=3 SV=1
g6110.t2	38	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	301	tr|A0ABQ7QZR6|A0ABQ7QZR6_PLUXY	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.185	100.0	1.47e-161	459.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M24A, methionine aminopeptidase, subfamily 1	IPR002467; IPR036005; IPR000994; IPR001714	Peptidase M24A, methionine aminopeptidase, subfamily 1; Creatinase/aminopeptidase-like; Peptidase M24; Peptidase M24, methionine aminopeptidase	PF00557; Metallopeptidase family M24	PTHR43330; METHIONINE AMINOPEPTIDASE	GO:0006508(InterPro)|GO:0070006(InterPro); GO:0070006(PANTHER)	enzyme; digestion	DIGESTION	Methionine aminopeptidase OS=Plutella xylostella OX=51655 GN=JYU34_003327 PE=3 SV=1
g6613.t2	39	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	373	tr|A0A4C1WJE0|A0A4C1WJE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.029	100.0	0.0	720.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M14, carboxypeptidase A	IPR000834	Peptidase M14, carboxypeptidase A	PF00246; Zinc carboxypeptidase	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	Carboxypeptidase B OS=Eumeta variegata OX=151549 GN=EVAR_96685_1 PE=3 SV=1
g2968.t1	40	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	70	tr|A0A4C1TKD5|A0A4C1TKD5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.143	100.0	1.39e-39	142.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin family, serine active site	IPR033116; IPR009003; IPR050127; IPR001254	Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan; Serine Proteases (Peptidase S1 Family); Serine proteases, trypsin domain	PF00089; Trypsin	PTHR24264; TRYPSIN-RELATED	GO:0004252(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER); GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Trypsin-1 OS=Eumeta variegata OX=151549 GN=EVAR_6680_1 PE=4 SV=1
g3709.t1	41	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	360	tr|A0A4C1UDU1|A0A4C1UDU1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.611	100.0	0.0	639.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR013818; IPR000734	Alpha/Beta hydrolase fold; Lipase; Triacylglycerol lipase family	PF00151; Lipase	PTHR11610; LIPASE	GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(PANTHER)|GO:0016298(InterPro)|GO:0017171(PANTHER)	enzyme; digestion	DIGESTION	Lipase member H-A OS=Eumeta variegata OX=151549 GN=liph-a PE=3 SV=1
g2166.t1	42	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	598	tr|A0A4C1SZ40|A0A4C1SZ40_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.629	100.0	0.0	921.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	ClpA/B family	IPR001270; IPR050130; IPR019489; IPR003593; IPR036770; IPR003959; IPR002110; IPR027417	ClpA/B family; ATP-dependent Clp protease/Chaperone ClpA/ClpB; Clp ATPase, C-terminal; AAA+ ATPase domain; Ankyrin repeat-containing domain superfamily; ATPase, AAA-type, core; Ankyrin repeat; P-loop containing nucleoside triphosphate hydrolase	PF07724; AAA domain (Cdc48 subfamily); PF10431; C-terminal, D2-small domain, of ClpB protein; PF00023; Ankyrin repeat	PTHR11638; ATP-DEPENDENT CLP PROTEASE	GO:0005524(InterPro); GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0016887(PANTHER)|GO:0034605(PANTHER); GO:0005524(InterPro)|GO:0016887(InterPro); GO:0005515(InterPro)	enzyme; digestion	DIGESTION	Caseinolytic peptidase B protein homolog OS=Eumeta variegata OX=151549 GN=CLPB PE=4 SV=1
g18520.t1	43	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	276	tr|A0A4C1T8G7|A0A4C1T8G7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	89.13	100.0	2.36e-179	503.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR033116; IPR001314; IPR018114	Serine proteases, trypsin domain; Peptidase S1, PA clan; Serine proteases, trypsin family, serine active site; Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1T8G7|A0A4C1T8G7_EUMVA Chymotrypsin-2 OS=Eumeta variegata OX=151549 GN=EVAR_6336_1 PE=3 SV=1
g2844.t1	44	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.167	100.0	0.0	692.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR025483; IPR006693	Alpha/Beta hydrolase fold; Lipase, eukaryotic; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1
g4266.t1	45	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	524	tr|A0A9N9RDW2|A0A9N9RDW2_9NEOP	Diatraea saccharalis	40085	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	70.321	100.0	0.0	736.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	PDZ domain	IPR001478; IPR036034; IPR041489; IPR043129; IPR001940; IPR009003	PDZ domain; PDZ superfamily; PDZ domain 6; ATPase, nucleotide binding domain; Peptidase S1C; Peptidase S1, PA clan	PF17820; PDZ domain; PF13365; Trypsin-like peptidase domain	PTHR22939; SERINE PROTEASE FAMILY S1C HTRA-RELATED	GO:0005515(InterPro); GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)|GO:0006508(PANTHER)|GO:0012501(PANTHER)|GO:0043065(PANTHER)	enzyme; digestion	DIGESTION	Serine protease HTRA2, mitochondrial OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS12256 PE=3 SV=1
g10898.t1	46	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	454	tr|A0A4C1U2C6|A0A4C1U2C6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.242	100.0	0.0	762.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase S10, serine carboxypeptidase	IPR001563; IPR029058	Peptidase S10, serine carboxypeptidase; Alpha/Beta hydrolase fold	PF00450; Serine carboxypeptidase	PTHR11802; SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE	GO:0004185(InterPro)|GO:0004185(PANTHER)|GO:0006508(InterPro); GO:0004185(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Retinoid-inducible serine carboxypeptidase OS=Eumeta variegata OX=151549 GN=Scpep1 PE=3 SV=1
g15564.t1	47	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	430	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.163	100.0	0.0	722.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M14, carboxypeptidase A	IPR000834; IPR003146; IPR057246; IPR036990	Peptidase M14, carboxypeptidase A; Carboxypeptidase, activation peptide; Zinc carboxypeptidases, zinc-binding region 1; Metallocarboxypeptidase-like, propeptide	PF02244; Carboxypeptidase activation peptide; PF00246; Zinc carboxypeptidase	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA Carboxypeptidase B OS=Eumeta variegata OX=151549 GN=Cpb1 PE=3 SV=1
g3535.t1	48	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	429	tr|A0A4C1Z130|A0A4C1Z130_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.555	100.0	0.0	700.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serpin superfamily, domain 1	IPR042178; IPR000215; IPR036186; IPR023796; IPR042185	Serpin superfamily, domain 1; Serpin family; Serpin superfamily; Serpin domain; Serpin superfamily, domain 2	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1
g15566.t1	49	88.559	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	414	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.288	100.0	0.0	697.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Metallocarboxypeptidase-like, propeptide	IPR036990; IPR000834; IPR003146	Metallocarboxypeptidase-like, propeptide; Peptidase M14, carboxypeptidase A; Carboxypeptidase, activation peptide	PF00246; Zinc carboxypeptidase; PF02244; Carboxypeptidase activation peptide	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SSS2|A0A4C1SSS2_EUMVA Carboxypeptidase A2 OS=Eumeta variegata OX=151549 GN=Cpa2 PE=3 SV=1
