qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	source_file	classification
g10333.t1	sp|Q16206-2|ENOX2_HUMAN	35.445	584	634	581	82	6.01e-96	309.0	Isoform 2 of Ecto-NOX disulfide-thiol exchanger 2 OS=Homo sapiens OX=9606 GN=ENOX2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10334.t1	sp|Q16960|DYI3_HELCR	49.436	532	571	597	93	0.0	535.0	Dynein intermediate chain 3, ciliary OS=Heliocidaris crassispina OX=1043166 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10336.t1	sp|Q9W088|DPOD2_DROME	40.247	405	391	431	100	3.67e-108	327.0	DNA polymerase delta subunit 2 OS=Drosophila melanogaster OX=7227 GN=PolD2 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10341.t2	sp|P04146|COPIA_DROME	35.689	283	627	1409	99	3.96e-51	194.0	Copia protein OS=Drosophila melanogaster OX=7227 GN=GIP PE=1 SV=3	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10343.t1	sp|Q9H2P9-2|DPH5_HUMAN	61.176	85	95	234	89	2.9100000000000003e-31	112.0	Isoform 2 of Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10348.t1	sp|Q5UAS2|RL17_BOMMO	94.652	187	186	187	100	1.07e-122	347.0	Large ribosomal subunit protein uL22 OS=Bombyx mori OX=7091 GN=RpL17 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10350.t1	sp|P55199|ELL_HUMAN	30.31	419	622	621	81	2.4200000000000003e-37	150.0	RNA polymerase II elongation factor ELL OS=Homo sapiens OX=9606 GN=ELL PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10351.t1	sp|Q5ZJ08|SYYC_CHICK	66.147	449	444	527	99	0.0	591.0	Tyrosine--tRNA ligase, cytoplasmic OS=Gallus gallus OX=9031 GN=YARS1 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10356.t1	sp|O77286|U239_DROME	39.189	74	82	87	90	7.46e-11	56.2	Protein anon-73B1 OS=Drosophila melanogaster OX=7227 GN=anon-73B1 PE=3 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10362.t1	sp|P18293|ANPRA_MOUSE	62.678	351	352	1057	99	1.53e-145	441.0	Atrial natriuretic peptide receptor 1 OS=Mus musculus OX=10090 GN=Npr1 PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10371.t1	sp|Q6P3W7|SCYL2_HUMAN	51.091	779	878	929	87	0.0	789.0	SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10372.t1	sp|Q9VY86|TM2D2_DROME	68.212	151	182	224	83	1.0700000000000001e-75	229.0	TM2 domain-containing protein amaretto OS=Drosophila melanogaster OX=7227 GN=amrt PE=2 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10373.t1	sp|Q962R6|RS13_SPOFR	99.338	151	151	151	100	8.02e-108	306.0	Small ribosomal subunit protein uS15 OS=Spodoptera frugiperda OX=7108 GN=RpS13 PE=2 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10375.t1	sp|Q5F359|TPPC5_CHICK	62.637	182	186	188	98	3.24e-88	259.0	Trafficking protein particle complex subunit 5 OS=Gallus gallus OX=9031 GN=TRAPPC5 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10376.t1	sp|Q18969|RAB39_CAEEL	57.143	203	222	229	90	2.8600000000000003e-79	240.0	Ras-related protein rab-39 OS=Caenorhabditis elegans OX=6239 GN=rab-39 PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10379.t1	sp|Q9W1W9|PADC1_DROME	52.023	173	209	196	83	2.7599999999999998e-52	169.0	PRADC1-like protein OS=Drosophila melanogaster OX=7227 GN=CG9849 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10383.t1	sp|Q25489|HYEP_MANSE	64.425	461	516	462	89	0.0	640.0	Juvenile hormone epoxide hydrolase OS=Manduca sexta OX=7130 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10384.t1	sp|Q9VCU9|DCR1_DROME	41.329	346	401	2249	80	4.66e-57	205.0	Endoribonuclease Dcr-1 OS=Drosophila melanogaster OX=7227 GN=Dcr-1 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10385.t1	sp|Q8WQI7|RL18A_SPOFR	92.655	177	177	177	100	2.25e-121	342.0	Large ribosomal subunit protein eL20 OS=Spodoptera frugiperda OX=7108 GN=RpL18A PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10386.t1	sp|P23438|SSRB_CANLF	53.237	139	149	183	93	1.21e-49	160.0	Translocon-associated protein subunit beta OS=Canis lupus familiaris OX=9615 GN=SSR2 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10389.t1	sp|Q9CYF5|RCC1L_MOUSE	43.213	442	451	461	96	1.07e-125	375.0	RCC1-like G exchanging factor-like protein OS=Mus musculus OX=10090 GN=Rcc1l PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10390.t1	sp|Q171Y8|MED27_AEDAE	59.732	298	299	295	98	3.2900000000000005e-124	359.0	Mediator of RNA polymerase II transcription subunit 27 OS=Aedes aegypti OX=7159 GN=MED27 PE=3 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10393.t1	sp|P47758|SRPRB_MOUSE	46.512	215	248	269	85	1.2e-65	207.0	Signal recognition particle receptor subunit beta OS=Mus musculus OX=10090 GN=Srprb PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10394.t1	sp|Q1PCB0|PNPO_BOMMO	81.545	233	233	257	100	6.1500000000000004e-148	415.0	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Bombyx mori OX=7091 GN=PNPO PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10396.t1	sp|P61291|PSME3_PIG	49.6	250	246	254	99	3.6399999999999995e-89	267.0	Proteasome activator complex subunit 3 OS=Sus scrofa OX=9823 GN=PSME3 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10397.t1	sp|Q24210|CSKP_DROME	38.679	106	107	898	99	1.18e-12	65.9	Peripheral plasma membrane protein CASK OS=Drosophila melanogaster OX=7227 GN=CASK PE=1 SV=4	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10401.t1	sp|Q9VRC9|NPC1B_DROME	37.671	1245	1265	1254	96	0.0	841.0	NPC intracellular cholesterol transporter 1 homolog 1b OS=Drosophila melanogaster OX=7227 GN=Npc1b PE=2 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10404.t1	sp|P35502|ESTF_MYZPE	36.719	128	131	564	98	1.33e-14	72.4	Esterase FE4 OS=Myzus persicae OX=13164 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10407.t1	sp|F1MKX4|PSME4_BOVIN	33.215	1412	1749	1845	94	0.0	761.0	Proteasome activator complex subunit 4 OS=Bos taurus OX=9913 GN=PSME4 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10421.t1	sp|Q9VUY9|PGM_DROME	70.377	557	559	560	99	0.0	832.0	Phosphoglucomutase 1 OS=Drosophila melanogaster OX=7227 GN=Pgm1 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10422.t1	sp|Q19425|S38A9_CAEEL	36.832	524	553	615	88	1.12e-98	315.0	Sodium-coupled neutral amino acid transporter 9 homolog OS=Caenorhabditis elegans OX=6239 GN=F13H10.3 PE=3 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10425.t1	sp|Q9VA70|NCASE_DROME	43.914	419	461	704	86	7.02e-115	356.0	Pan-ceramidase OS=Drosophila melanogaster OX=7227 GN=CDase PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10426.t1	sp|Q24298|CADE_DROME	56.284	183	209	1507	99	2.88e-55	192.0	DE-cadherin OS=Drosophila melanogaster OX=7227 GN=shg PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10429.t1	sp|P10978|POLX_TOBAC	40.845	284	367	1328	70	1.44e-51	188.0	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10431.t1	sp|A8MYZ0|MIY4B_HUMAN	31.45	407	407	460	91	2.1e-42	157.0	Inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B OS=Homo sapiens OX=9606 GN=MINDY4B PE=3 SV=3	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10433.t1	sp|Q96RE9-2|ZN300_HUMAN	38.338	373	547	619	71	4.799999999999999e-75	253.0	Isoform 2 of Zinc finger protein 300 OS=Homo sapiens OX=9606 GN=ZNF300	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10437.t1	sp|Q4FZV0|MANBA_RAT	42.553	94	94	881	100	5.59e-20	86.3	Beta-mannosidase OS=Rattus norvegicus OX=10116 GN=Manba PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10438.t1	sp|Q05A13|S16C6_MOUSE	43.151	146	168	316	86	4.89e-35	127.0	Short-chain dehydrogenase/reductase family 16C member 6 OS=Mus musculus OX=10090 GN=Sdr16c6 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10445.t1	sp|A0A291PQH4|UGT2_DACCO	30.303	264	276	515	91	2.22e-24	105.0	UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10452.t1	sp|B1H369|HDAC8_XENTR	42.46	252	276	369	91	7.709999999999998e-69	220.0	Histone deacetylase 8 OS=Xenopus tropicalis OX=8364 GN=hdac8 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10453.t1	sp|Q9VSL3|SEPIA_DROME	40.083	242	246	243	96	4.099999999999999e-54	177.0	Pyrimidodiazepine synthase OS=Drosophila melanogaster OX=7227 GN=se PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10454.t1	sp|Q7SXM0|HDAC8_DANRE	41.429	140	143	378	96	1.1900000000000001e-32	121.0	Histone deacetylase 8 OS=Danio rerio OX=7955 GN=hdac8 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10457.t1	sp|Q9VNV3|DDX1_DROME	71.724	725	728	727	99	0.0	1057.0	ATP-dependent RNA helicase Ddx1 OS=Drosophila melanogaster OX=7227 GN=Ddx1 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10458.t1	sp|Q6P4H8|ACKMT_HUMAN	47.739	199	204	233	98	2.3600000000000003e-58	186.0	ATP synthase subunit C lysine N-methyltransferase OS=Homo sapiens OX=9606 GN=ATPSCKMT PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10459.t1	sp|Q9CY21|BUD23_MOUSE	61.372	277	275	281	99	1.52e-125	361.0	18S rRNA (guanine-N(7))-methyltransferase OS=Mus musculus OX=10090 GN=Bud23 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10464.t1	sp|Q5XJ54|GLRX3_DANRE	51.643	213	221	326	95	4.54e-69	217.0	Glutaredoxin 3 OS=Danio rerio OX=7955 GN=glrx3 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10466.t1	sp|Q9VCZ8|PFD5_DROME	45.833	168	162	168	100	2.39e-47	154.0	Probable prefoldin subunit 5 OS=Drosophila melanogaster OX=7227 GN=Pfdn5 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10485.t1	sp|Q29554|ECHA_PIG	46.027	365	339	763	100	1.0499999999999998e-104	327.0	Trifunctional enzyme subunit alpha, mitochondrial OS=Sus scrofa OX=9823 GN=HADHA PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10488.t1	sp|Q7K5K3|ODPB_DROME	71.795	351	365	365	96	0.0	542.0	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Drosophila melanogaster OX=7227 GN=Pdhb PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10495.t2	sp|P21521|SY65_DROME	80.052	386	461	474	83	0.0	617.0	Synaptotagmin 1 OS=Drosophila melanogaster OX=7227 GN=Syt1 PE=1 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10497.t1	sp|P07882|CEL_RAT	33.868	499	480	612	98	2.89e-66	227.0	Bile salt-activated lipase OS=Rattus norvegicus OX=10116 GN=Cel PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10500.t1	sp|B2D0J4|VDPP4_APIME	34.13	753	819	775	90	4.5e-140	436.0	Venom dipeptidyl peptidase 4 OS=Apis mellifera OX=7460 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10501.t1	sp|Q91ZW6|TMLH_RAT	37.197	371	373	421	98	6.39e-82	259.0	Trimethyllysine dioxygenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Tmlhe PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10503.t2	sp|Q6GQ29|CBPQ_XENLA	48.292	439	529	469	82	6.0599999999999995e-146	431.0	Carboxypeptidase Q OS=Xenopus laevis OX=8355 GN=cpq PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10505.t1	sp|Q6GQ29|CBPQ_XENLA	48.559	451	474	469	95	7.43e-149	436.0	Carboxypeptidase Q OS=Xenopus laevis OX=8355 GN=cpq PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10521.t1	sp|Q27433|MEC2_CAEEL	68.824	170	233	481	73	2.46e-82	256.0	Mechanosensory protein 2 OS=Caenorhabditis elegans OX=6239 GN=mec-2 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10523.t1	sp|Q96BP3|PPWD1_HUMAN	63.072	612	618	646	99	0.0	843.0	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10524.t1	sp|Q8T8R1|CNBP_DROME	55.063	158	170	165	87	9.82e-50	160.0	CCHC-type zinc finger nucleic acid binding protein OS=Drosophila melanogaster OX=7227 GN=CNBP PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10526.t1	sp|P20060|HEXB_MOUSE	40.113	531	524	536	99	3.43e-129	390.0	Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10530.t1	sp|Q5ZJF4|PRDX6_CHICK	62.896	221	222	224	99	2.21e-94	278.0	Peroxiredoxin-6 OS=Gallus gallus OX=9031 GN=PRDX6 PE=2 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10533.t1	sp|P23023-2|DSX_DROME	61.111	72	97	427	74	3.8500000000000006e-27	105.0	Isoform Female of Protein doublesex OS=Drosophila melanogaster OX=7227 GN=dsx	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10535.t1	sp|Q9SD81|GDPD6_ARATH	37.576	330	424	372	75	6.97e-55	189.0	Glycerophosphodiester phosphodiesterase GDPD6 OS=Arabidopsis thaliana OX=3702 GN=GDPD6 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10536.t1	sp|Q6DF08|UXS1_XENTR	67.838	370	448	421	82	2.1699999999999997e-180	513.0	UDP-glucuronic acid decarboxylase 1 OS=Xenopus tropicalis OX=8364 GN=uxs1 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10537.t1	sp|Q91Z92|B3GT6_MOUSE	51.724	145	167	325	87	2.67e-46	157.0	Beta-1,3-galactosyltransferase 6 OS=Mus musculus OX=10090 GN=B3galt6 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10553.t1	sp|O08700|VPS45_RAT	61.162	551	561	570	98	0.0	686.0	Vacuolar protein sorting-associated protein 45 OS=Rattus norvegicus OX=10116 GN=Vps45 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10554.t1	sp|Q5NVR2|MDHM_PONAB	59.412	340	341	338	99	5.1999999999999996e-141	405.0	Malate dehydrogenase, mitochondrial OS=Pongo abelii OX=9601 GN=MDH2 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10561.t1	sp|P25931|RYAR_DROME	57.062	177	206	464	85	4.59e-62	202.0	RYamide receptor OS=Drosophila melanogaster OX=7227 GN=RYa-R PE=2 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10569.t1	sp|P18172|DHGL_DROPS	41.964	112	117	625	96	1.18e-24	100.0	Glucose dehydrogenase [FAD, quinone] OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=Gld PE=3 SV=4	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10570.t1	sp|P18172|DHGL_DROPS	44.954	109	135	625	81	9.14e-24	99.0	Glucose dehydrogenase [FAD, quinone] OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=Gld PE=3 SV=4	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10571.t1	sp|Q5SSG5|RSLAB_MOUSE	40.0	175	207	203	84	4.29e-42	144.0	Ras-like protein family member 10B OS=Mus musculus OX=10090 GN=Rasl10b PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10574.t1	sp|Q7QCC7|ORCO_ANOGA	64.78	477	474	478	99	0.0	647.0	Odorant receptor coreceptor OS=Anopheles gambiae OX=7165 GN=Orco PE=1 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10575.t1	sp|P33085|SHAKB_DROME	75.881	369	372	372	99	0.0	568.0	Innexin shaking-B OS=Drosophila melanogaster OX=7227 GN=shakB PE=1 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10588.t1	sp|Q26474|LACH_SCHAM	31.987	297	403	349	71	1.84e-39	147.0	Lachesin OS=Schistocerca americana OX=7009 GN=LAC PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10590.t1	sp|Q27954|COPA_BOVIN	54.698	596	586	1224	99	0.0	641.0	Coatomer subunit alpha OS=Bos taurus OX=9913 GN=COPA PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10592.t1	sp|P48994|TRPL_DROME	59.73	1038	1096	1124	93	0.0	1236.0	Transient-receptor-potential-like protein OS=Drosophila melanogaster OX=7227 GN=trpl PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10595.t1	sp|Q6QBQ4|PLS3_RAT	33.032	221	309	296	70	2.54e-25	105.0	Phospholipid scramblase 3 OS=Rattus norvegicus OX=10116 GN=Plscr3 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10596.t1	sp|Q28811|PHR_POTTR	62.316	475	525	532	90	0.0	634.0	Deoxyribodipyrimidine photo-lyase OS=Potorous tridactylus OX=9310 GN=PHR PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10602.t1	sp|P48593|E631_DROME	62.264	53	86	193	91	1.66e-14	68.2	Calcium-binding protein E63-1 OS=Drosophila melanogaster OX=7227 GN=Eip63F-1 PE=2 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10605.t1	sp|A8J4S9|TREA_APIME	56.947	583	590	626	99	0.0	671.0	Trehalase OS=Apis mellifera OX=7460 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10606.t1	sp|Q27309|VIT_BOMMO	40.561	1817	1752	1782	99	0.0	1415.0	Vitellogenin OS=Bombyx mori OX=7091 GN=VG PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10612.t1	sp|Q99MA9|NKX61_MOUSE	73.585	106	152	365	70	6.480000000000001e-47	159.0	Homeobox protein Nkx-6.1 OS=Mus musculus OX=10090 GN=Nkx6-1 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10615.t1	sp|P29401|TKT_HUMAN	63.399	612	621	623	98	0.0	805.0	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10622.t1	sp|Q9VEI3|S35B2_DROME	53.415	410	437	465	92	4.6400000000000003e-144	422.0	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Drosophila melanogaster OX=7227 GN=sll PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10625.t1	sp|Q13217|DNJC3_HUMAN	46.68	497	491	504	98	5e-141	417.0	DnaJ homolog subfamily C member 3 OS=Homo sapiens OX=9606 GN=DNAJC3 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10626.t1	sp|Q5R8K6|RL35A_PONAB	69.369	111	158	110	70	6.61e-49	156.0	Large ribosomal subunit protein eL33 OS=Pongo abelii OX=9601 GN=RPL35A PE=3 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10633.t1	sp|Q9DAA6|EXOS1_MOUSE	56.818	132	174	195	75	5.7000000000000015e-43	144.0	Exosome complex component CSL4 OS=Mus musculus OX=10090 GN=Exosc1 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10634.t1	sp|P53621|COPA_HUMAN	79.608	255	256	1224	99	5.569999999999999e-149	449.0	Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10635.t1	sp|Q24048-2|ATPB2_DROME	60.428	187	188	322	99	3.43e-86	259.0	Isoform 2.1 of Sodium/potassium-transporting ATPase subunit beta-2 OS=Drosophila melanogaster OX=7227 GN=nrv2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10636.t1	sp|Q24048|ATPB2_DROME	36.392	316	317	323	98	3.11e-78	244.0	Sodium/potassium-transporting ATPase subunit beta-2 OS=Drosophila melanogaster OX=7227 GN=nrv2 PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10637.t2	sp|Q24046|ATPB1_DROME	42.254	284	357	309	71	4.44e-68	219.0	Sodium/potassium-transporting ATPase subunit beta-1 OS=Drosophila melanogaster OX=7227 GN=nrv1 PE=1 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10638.t1	sp|Q24048-2|ATPB2_DROME	65.909	88	95	322	93	5.52e-41	140.0	Isoform 2.1 of Sodium/potassium-transporting ATPase subunit beta-2 OS=Drosophila melanogaster OX=7227 GN=nrv2	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10654.t1	sp|Q3B8G7|IR3IP_XENLA	50.633	79	81	82	98	1.07e-26	95.9	Immediate early response 3-interacting protein 1 OS=Xenopus laevis OX=8355 GN=ier3ip1 PE=3 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10656.t1	sp|P25162|ACH4_DROME	74.514	514	542	519	95	0.0	794.0	Acetylcholine receptor subunit beta-like 2 OS=Drosophila melanogaster OX=7227 GN=nAChRbeta2 PE=2 SV=3	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10658.t1	sp|Q964R0|CP6K1_BLAGE	36.187	514	513	524	98	9.46e-103	321.0	Cytochrome P450 6k1 OS=Blattella germanica OX=6973 GN=CYP6K1 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10659.t1	sp|Q964R0|CP6K1_BLAGE	36.383	459	463	524	97	1.79e-91	290.0	Cytochrome P450 6k1 OS=Blattella germanica OX=6973 GN=CYP6K1 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10666.t1	sp|Q9W056|S36A_DROME	41.117	197	216	451	91	7.87e-39	142.0	Proton-coupled amino acid transporter-like protein acs OS=Drosophila melanogaster OX=7227 GN=acs PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10669.t1	sp|Q7Q9N9|MTAP_ANOGA	57.875	273	276	278	98	1.1e-109	321.0	S-methyl-5'-thioadenosine phosphorylase OS=Anopheles gambiae OX=7165 GN=AGAP005129 PE=3 SV=4	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10670.t1	sp|Q9W5N0|COA7_DROME	49.237	262	252	266	98	1.54e-82	251.0	Cytochrome c oxidase assembly factor 7 homolog OS=Drosophila melanogaster OX=7227 GN=Coa7 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10672.t1	sp|A5PK46|LIPR2_BOVIN	34.717	265	329	469	76	5.12e-36	138.0	Pancreatic lipase-related protein 2 OS=Bos taurus OX=9913 GN=PNLIPRP2 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10674.t1	sp|Q8MX88|CRM_DROSE	33.952	377	443	975	83	3.29e-55	201.0	Protein cramped OS=Drosophila sechellia OX=7238 GN=crm PE=3 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10676.t1	sp|Q6NZW8|AR8BA_DANRE	89.785	186	187	186	99	4.77e-125	352.0	ADP-ribosylation factor-like protein 8B-A OS=Danio rerio OX=7955 GN=arl8ba PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10680.t1	sp|E0X9F6|THAP1_THAPI	50.877	114	143	126	78	3.32e-39	131.0	Allergen Tha p 1 OS=Thaumetopoea pityocampa OX=208016 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10681.t1	sp|O00628|PEX7_HUMAN	45.955	309	310	323	98	1.4099999999999998e-89	273.0	Peroxisomal targeting signal 2 receptor OS=Homo sapiens OX=9606 GN=PEX7 PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10684.t1	sp|Q5ZLT0|XPO7_CHICK	67.05	956	949	1087	99	0.0	1308.0	Exportin-7 OS=Gallus gallus OX=9031 GN=XPO7 PE=2 SV=1	Swiss-Prot	metisa_SwV_3.tsv	STRONG
g10689.t1	sp|Q29L43|MON2_DROPS	43.803	1767	1650	1701	99	0.0	1303.0	Protein MON2 homolog OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=mon2 PE=3 SV=2	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10691.t1	sp|P34257|TC3A_CAEEL	34.579	107	116	329	90	2.77e-12	65.1	Transposable element Tc3 transposase OS=Caenorhabditis elegans OX=6239 GN=tc3a PE=1 SV=1	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10697.t1	sp|Q7TSG1-2|CE120_MOUSE	32.374	139	155	929	87	4.35e-11	63.5	Isoform 2 of Centrosomal protein of 120 kDa OS=Mus musculus OX=10090 GN=Cep120	Swiss-Prot	metisa_SwV_3.tsv	GOOD
g10699.t1	sp|Q9VEG6|PERC_DROME	43.85	748	740	809	99	0.0	613.0	Chorion peroxidase OS=Drosophila melanogaster OX=7227 GN=Pxt PE=2 SV=3	Swiss-Prot	metisa_SwV_3.tsv	GOOD
