Gene_ID,Length,GC(%),N_Count,Invalid_Characters
g10909,4127,35.89,0,
g1091,315,39.68,0,
g10910,10709,38.58,0,
g10911,6831,32.7,0,
g10912,853,37.87,0,
g10913,297,69.7,0,
g10914,1868,35.01,0,
g10915,24698,37.51,0,
g10916,339,67.26,0,
g10917,11394,35.03,0,
g10918,3020,34.8,0,
g10919,432,71.3,0,
g1092,3209,36.52,0,
g10920,1959,57.17,0,
g10921,261,69.35,0,
g10922,327,51.99,0,
g10923,27182,36.48,0,
g10924,43069,34.76,0,
g10925,306,50.65,0,
g10926,2222,55.27,0,
g10927,4504,36.3,0,
g10928,1242,30.6,0,
g10929,5502,46.51,0,
g1093,16453,35.17,0,
g10930,216,50.93,0,
g10931,7416,36.88,0,
g10932,725,49.66,0,
g10933,432,71.99,0,
g10934,2888,37.15,0,
g10935,18927,34.82,0,
g10936,10130,37.27,0,
g10937,4848,39.95,0,
g10938,231,60.61,0,
g10939,222,58.56,0,
g1094,7465,34.09,0,
g10940,363,61.71,0,
g10941,3126,46.13,0,
g10942,6573,36.8,0,
g10943,5056,36.63,0,
g10944,9273,35.98,0,
g10945,2154,42.85,0,
g10946,13651,36.85,0,
g10947,96954,35.88,0,
g10948,8794,38.44,0,
g10949,3411,30.4,0,
g1095,9723,33.95,0,
g10950,21458,36.02,0,
g10951,381,41.73,0,
g10952,13464,36.77,0,
g10953,11383,36.98,0,
g10954,61178,37.12,0,
g10955,6275,55.16,0,
g10956,41044,35.89,0,
g10957,7147,32.7,0,
g10958,8143,38.39,0,
g10959,1688,33.35,0,
g1096,2943,40.1,0,
g10960,11816,37.1,0,
g10961,2203,46.35,0,
g10962,599,36.56,0,
g10963,81724,36.42,0,
g10964,258,65.89,0,
g10965,2178,41.0,0,
g10966,4917,36.75,0,
g10967,89215,38.61,0,
g10968,1089,36.82,0,
g10969,9382,36.18,0,
g1097,456,52.63,0,
g10970,27290,34.68,0,
g10971,9332,34.26,0,
g10972,3751,34.52,0,
g10973,10792,36.05,0,
g10974,1205,32.2,0,
g10975,2695,31.61,0,
g10976,11228,30.59,0,
g10977,12241,37.01,0,
g10978,4815,37.24,0,
g10979,14757,34.73,0,
g1098,2959,44.61,0,
g10980,24840,34.8,0,
g10981,16319,33.31,0,
g10982,4015,32.03,0,
g10983,372,34.95,0,
g10984,1453,34.89,0,
g10985,1522,39.88,0,
g10986,1167,38.39,0,
g10987,533,35.46,0,
g10988,3677,31.11,0,
g10989,291,43.99,0,
g1099,279,67.03,0,
g10990,9021,33.93,0,
g10991,15107,35.94,0,
g10992,2240,38.75,0,
g10993,5942,32.21,0,
g10994,10567,42.65,0,
g10995,1123,49.15,0,
g10996,341,52.79,0,
g10997,12254,31.85,0,
g10998,1824,51.04,0,
g10999,870,58.16,0,
g11,3077,37.54,0,
g110,3579,36.8,0,
g1100,3720,36.18,0,
g11000,10793,36.25,0,
g11001,267,62.92,0,
g11002,3365,38.22,0,
g11003,3419,31.35,0,
g11004,298,41.61,0,
g11005,1440,41.46,0,
g11006,673,37.15,0,
g11007,52910,35.33,0,
g11008,1842,38.38,0,
g11009,82449,36.65,0,
g1101,34339,36.05,0,
g11010,7291,35.65,0,
g11011,7399,35.98,0,
g11012,4184,32.91,0,
g11013,7666,35.08,0,
g11014,28950,35.69,0,
g11015,15365,36.86,0,
g11016,10942,38.07,0,
g11017,7943,38.63,0,
g11018,1089,35.35,0,
g11019,26487,36.73,0,
g1102,781,53.52,0,
g11020,327,43.12,0,
g11021,18674,34.85,0,
g11022,2381,37.93,0,
g11023,222,41.89,0,
g11024,7114,36.41,0,
g11025,23764,35.95,0,
g11026,40479,37.98,0,
g11027,219,63.47,0,
g11028,219,69.86,0,
g11029,12804,38.5,0,
g1103,201,59.7,0,
g11030,19135,36.79,0,
g11031,6693,34.08,0,
g11032,32803,38.26,0,
g11033,1332,47.07,0,
g11034,14540,33.56,0,
g11035,37592,36.24,0,
g11036,258,56.2,0,
g11037,1933,45.21,0,
g11038,5869,36.28,0,
g11039,1652,41.53,0,
g1104,3791,43.21,0,
g11040,525,52.38,0,
g11041,315,53.02,0,
g11042,9844,35.64,0,
g11043,18760,39.25,0,
g11044,2077,33.8,0,
g11045,12935,36.23,0,
g11046,441,34.47,0,
g11047,816,32.97,0,
g11048,1472,36.82,0,
g11049,7648,33.03,0,
g1105,3834,29.34,0,
g11050,520,62.69,0,
g11051,20008,36.12,0,
g11052,35073,38.14,0,
g11053,17225,34.02,0,
g11054,8903,31.29,0,
g11055,26081,35.78,0,
g11056,1371,38.58,0,
g11057,2658,39.09,0,
g11058,2251,42.38,0,
g11059,17914,37.57,0,
g1106,6141,32.86,0,
g11060,7709,33.88,0,
g11061,30946,37.46,0,
g11062,7335,32.0,0,
g11063,2425,30.6,0,
g11064,1042,33.11,0,
g11065,1572,39.25,0,
g11066,9065,42.13,0,
g11067,7369,37.03,0,
g11068,29508,35.31,0,
g11069,16405,38.03,0,
g1107,153655,37.76,0,
g11070,55275,37.98,0,
g11071,402,34.08,0,
g11072,18224,34.87,0,
g11073,5321,37.04,0,
g11074,9094,33.57,0,
g11075,429,40.56,0,
g11076,612,50.33,0,
g11077,46145,38.34,0,
g11078,5429,32.79,0,
g11079,8557,42.11,0,
g1108,22691,37.66,0,
g11080,11264,33.7,0,
g11081,9680,34.63,0,
g11082,621,30.43,0,
g11083,24989,34.09,0,
g11084,69476,35.22,0,
g11085,28279,36.86,0,
g11086,7376,37.15,0,
g11087,6890,44.82,0,
g11088,3910,34.65,0,
g11089,4339,32.33,0,
g1109,11549,35.76,0,
g11090,2481,33.13,0,
g11091,7547,35.06,0,
g11092,9909,32.96,0,
g11093,8891,40.41,0,
g11094,489,70.96,0,
g11095,2918,43.83,0,
g11096,303,47.19,0,
g11097,9999,37.73,0,
g11098,7383,34.96,0,
g11099,41858,36.78,0,
g111,1610,41.24,0,
g1110,1648,31.55,0,
g11100,17897,37.31,0,
g11101,879,30.83,0,
g11102,34627,34.73,0,
g11103,6101,33.67,0,
g11104,6170,33.05,0,
g11105,975,40.51,0,
g11106,249,43.37,0,
g11107,393,44.53,0,
g11108,25896,36.51,0,
g11109,4788,35.38,0,
g1111,369,43.36,0,
g11110,34207,39.25,0,
g11111,819,43.96,0,
g11112,21367,38.5,0,
g11113,753,38.11,0,
g11114,390,50.26,0,
g11115,231,76.19,0,
g11116,3790,33.35,0,
g11117,5414,36.13,0,
g11118,16242,34.45,0,
g11119,31177,35.59,0,
g1112,9923,38.17,0,
g11120,9659,32.63,0,
g11121,5496,37.85,0,
g11122,36641,35.57,0,
g11123,404,40.1,0,
g11124,39866,40.13,0,
g11125,9898,36.37,0,
g11126,3387,35.93,0,
g11127,6003,36.95,0,
g11128,10886,34.38,0,
g11129,13144,34.47,0,
g1113,2048,39.99,0,
g11130,3516,40.47,0,
g11131,4259,32.19,0,
g11132,750,35.2,0,
g11133,16775,34.51,0,
g11134,44020,35.28,0,
g11135,107357,36.42,0,
g11136,258,56.2,0,
g11137,15268,34.24,0,
g11138,12173,37.78,0,
g11139,61604,36.15,0,
g1114,1428,34.1,0,
g11140,1772,37.02,0,
g11141,3402,32.92,0,
g11142,17294,37.24,0,
g11143,6733,41.41,0,
g11144,5697,36.79,0,
g11145,57826,34.62,0,
g11146,279,61.29,0,
g11147,258,41.09,0,
g11148,4125,48.53,0,
g11149,705,37.45,0,
g1115,297,38.05,0,
g11150,2381,35.03,0,
g11151,1393,39.99,0,
g11152,12003,41.92,0,
g11153,5275,33.25,0,
g11154,28676,34.41,0,
g11155,20131,32.84,0,
g11156,144,63.19,0,
g11157,249,50.6,0,
g11158,2037,37.85,0,
g11159,846,33.33,0,
g1116,11860,34.58,0,
g11160,1452,36.5,0,
g11161,3056,31.81,0,
g11162,5796,36.44,0,
g11163,8929,37.94,0,
g11164,17500,35.54,0,
g11165,16571,39.1,0,
g11166,17378,32.74,0,
g11167,4770,36.73,0,
g11168,12251,33.39,0,
g11169,44289,37.63,0,
g1117,1638,43.71,0,
g11170,6621,36.97,0,
g11171,66130,36.26,0,
g11172,11315,34.28,0,
g11173,3739,40.14,0,
g11174,9016,38.04,0,
g11175,14121,34.75,0,
g11176,2172,38.49,0,
g11177,1648,35.68,0,
g11178,906,67.66,0,
g11179,4456,34.78,0,
g1118,15612,36.52,0,
g11180,231,53.25,0,
g11181,9590,34.91,0,
g11182,6191,37.99,0,
g11183,824,36.29,0,
g11184,851,32.55,0,
g11185,24979,33.07,0,
g11186,954,31.87,0,
g11187,1984,38.46,0,
g11188,13388,33.37,0,
g11189,249,59.84,0,
g1119,455,37.14,0,
g11190,4662,34.28,0,
g11191,2598,37.34,0,
g11192,1455,35.33,0,
g11193,2307,39.01,0,
g11194,2118,37.58,0,
g11195,4311,36.09,0,
g11196,4392,32.58,0,
g11197,595,35.13,0,
g11198,561,39.93,0,
g11199,19174,35.2,0,
g112,870,57.82,0,
g1120,900,37.22,0,
g11200,4786,33.79,0,
g11201,4971,34.76,0,
g11202,5272,34.52,0,
g11203,2141,35.78,0,
g11204,5592,36.93,0,
g11205,510,50.39,0,
g11206,11286,34.95,0,
g11207,4038,36.26,0,
g11208,715,33.99,0,
g11209,18633,36.95,0,
g1121,20968,34.62,0,
g11210,12648,31.75,0,
g11211,46698,37.6,0,
g11212,1440,43.26,0,
g11213,7563,39.49,0,
g11214,31593,37.59,0,
g11215,9638,35.75,0,
g11216,30757,37.69,0,
g11217,411,61.07,0,
g11218,486,54.53,0,
g11219,3026,36.25,0,
g1122,30651,35.64,0,
g11220,3086,38.98,0,
g11221,4874,38.76,0,
g11222,4072,39.86,0,
g11223,300,60.33,0,
g11224,3873,35.94,0,
g11225,246,52.85,0,
g11226,12690,36.14,0,
g11227,996,49.9,0,
g11228,7414,34.31,0,
g11229,5830,38.94,0,
g1123,1152,54.95,0,
g11230,1246,32.91,0,
g11231,1893,45.01,0,
g11232,43318,36.08,0,
g11233,13005,36.58,0,
g11234,10370,42.5,0,
g11235,9468,35.45,0,
g11236,13920,33.64,0,
g11237,8232,33.66,0,
g11238,1510,49.21,0,
g11239,13179,34.73,0,
g1124,4982,34.93,0,
g11240,20897,35.76,0,
g11241,16009,35.79,0,
g11242,888,41.44,0,
g11243,1290,34.96,0,
g11244,37051,37.76,0,
g11245,10085,40.32,0,
g11246,480,40.0,0,
g11247,40530,35.22,0,
g11248,5908,33.4,0,
g11249,402,65.42,0,
g1125,4490,33.14,0,
g11250,16860,40.23,0,
g11251,1092,37.36,0,
g11252,9139,32.54,0,
g11253,10260,36.46,0,
g11254,237,62.03,0,
g11255,12092,40.5,0,
g11256,7984,31.91,0,
g11257,19156,33.63,0,
g11258,5444,37.78,0,
g11259,6765,35.85,0,
g1126,1399,38.88,0,
g11260,21750,37.33,0,
g11261,3970,34.51,0,
g11262,22167,38.49,0,
g11263,7758,36.67,0,
g11264,2810,32.46,0,
g11265,52235,36.23,0,
g11266,2778,34.88,0,
g11267,4427,43.33,0,
g11268,424,34.91,0,
g11269,15771,32.24,0,
g1127,288,45.49,0,
g11270,5781,34.06,0,
g11271,9023,33.58,0,
g11272,9463,33.86,0,
g11273,18195,37.28,0,
g11274,23502,36.87,0,
g11275,892,34.53,0,
g11276,5543,32.92,0,
g11277,2319,35.4,0,
g11278,1335,43.45,0,
g11279,5871,36.62,0,
g1128,27927,35.44,0,
g11280,525,38.86,0,
g11281,522,37.74,0,
g11282,3699,33.68,0,
g11283,330,39.09,0,
g11284,1311,35.62,0,
g11285,866,32.33,0,
g11286,3276,37.48,0,
g11287,2308,35.66,0,
g11288,255,38.82,0,
g11289,612,41.01,0,
g1129,1439,38.43,0,
g11290,84672,36.67,0,
g11291,591,37.56,0,
g11292,5368,35.51,0,
g11293,3759,33.6,0,
g11294,15737,33.16,0,
g11295,35613,38.35,0,
g11296,11181,34.35,0,
g11297,294,70.41,0,
g11298,408,51.47,0,
g11299,3222,32.34,0,
g113,7769,35.38,0,
g1130,2262,37.31,0,
g11300,4437,32.07,0,
g11301,17346,34.54,0,
g11302,8155,37.25,0,
g11303,21125,36.47,0,
g11304,354,55.93,0,
g11305,5524,36.28,0,
g11306,6858,35.48,0,
g11307,48164,38.49,0,
g11308,7437,31.32,0,
g11309,16377,40.31,0,
g1131,2131,37.87,0,
g11310,5554,33.58,0,
g11311,20452,33.12,0,
g11312,450,38.44,0,
g11313,892,37.56,0,
g11314,5540,32.29,0,
g11315,7103,33.18,0,
g11316,8429,33.54,0,
g11317,26395,36.83,0,
g11318,6326,35.05,0,
g11319,5515,37.5,0,
g1132,1233,39.98,0,
g11320,5637,34.47,0,
g11321,13078,38.22,0,
g11322,516,59.5,0,
g11323,20134,36.26,0,
g11324,14119,37.54,0,
g11325,14570,38.7,0,
g11326,18085,34.56,0,
g11327,6601,35.25,0,
g11328,7220,38.16,0,
g11329,8184,31.26,0,
g1133,3908,38.69,0,
g11330,12496,31.63,0,
g11331,895,34.86,0,
g11332,32767,36.83,0,
g11333,7933,30.63,0,
g11334,80634,36.07,0,
g11335,66555,38.46,0,
g11336,107920,37.37,0,
g11337,59500,37.84,0,
g11338,7317,34.58,0,
g11339,1206,51.16,0,
g1134,4551,37.51,0,
g11340,6769,37.72,0,
g11341,4723,40.4,0,
g11342,5271,37.15,0,
g11343,14206,36.25,0,
g11344,2374,39.64,0,
g11345,1317,38.04,0,
g11346,9345,36.9,0,
g11347,12761,34.3,0,
g11348,246,42.68,0,
g11349,9907,34.05,0,
g1135,6093,32.41,0,
g11350,4056,40.31,0,
g11351,24795,35.05,0,
g11352,297,54.21,0,
g11353,12252,37.66,0,
g11354,330,70.3,0,
g11355,348,52.01,0,
g11356,1758,35.89,0,
g11357,1068,38.95,0,
g11358,384,55.73,0,
g11359,15507,39.55,0,
g1136,34430,37.4,0,
g11360,33618,36.42,0,
g11361,4824,41.0,0,
g11362,7176,37.51,0,
g11363,5887,37.64,0,
g11364,17024,35.83,0,
g11365,9607,34.35,0,
g11366,39622,35.17,0,
g11367,2385,53.63,0,
g11368,5458,37.47,0,
g11369,4371,31.25,0,
g1137,21840,37.57,0,
g11370,4945,36.32,0,
g11371,6479,35.28,0,
g11372,2838,37.91,0,
g11373,23167,35.19,0,
g11374,1032,36.43,0,
g11375,2389,34.37,0,
g11376,3348,33.93,0,
g11377,4492,35.17,0,
g11378,1089,68.96,0,
g11379,207,74.88,0,
g1138,23872,37.95,0,
g11380,19358,37.77,0,
g11381,28813,41.16,0,
g11382,4417,37.24,0,
g11383,22340,36.13,0,
g11384,783,38.7,0,
g11385,14458,35.53,0,
g11386,80991,36.4,0,
g11387,8089,36.33,0,
g11388,24283,33.98,0,
g11389,25744,36.53,0,
g1139,29187,39.59,0,
g11390,3570,35.69,0,
g11391,76876,36.0,0,
g11392,19098,36.3,0,
g11393,3189,35.21,0,
g11394,8157,32.24,0,
g11395,24063,34.79,0,
g11396,5868,32.65,0,
g11397,6239,33.88,0,
g11398,1810,35.52,0,
g11399,102005,37.77,0,
g114,1006,72.37,0,
g1140,28952,37.42,0,
g11400,5115,34.57,0,
g11401,20262,42.66,0,
g11402,8231,38.61,0,
g11403,468,42.31,0,
g11404,2565,40.97,0,
g11405,5525,38.75,0,
g11406,1445,34.67,0,
g11407,21427,37.47,0,
g11408,21060,35.29,0,
g11409,30794,39.18,0,
g1141,31363,35.11,0,
g11410,897,39.46,0,
g11411,288,42.36,0,
g11412,207,61.35,0,
g11413,1007,35.05,0,
g11414,21576,37.9,0,
g11415,6481,33.13,0,
g11416,4937,32.75,0,
g11417,12465,33.27,0,
g11418,1734,40.43,0,
g11419,16544,33.61,0,
g1142,29588,36.09,0,
g11420,7375,35.16,0,
g11421,980,60.31,0,
g11422,896,38.62,0,
g11423,1281,46.45,0,
g11424,26720,36.92,0,
g11425,9947,34.81,0,
g11426,417,58.75,0,
g11427,16640,37.98,0,
g11428,17610,36.05,0,
g11429,5664,38.35,0,
g1143,4557,31.45,0,
g11430,5232,37.6,0,
g11431,18698,42.85,0,
g11432,7944,35.4,0,
g11433,6980,37.35,0,
g11434,59246,35.36,0,
g11435,822,40.15,0,
g11436,11224,36.04,0,
g11437,876,43.38,0,
g11438,10010,37.99,0,
g11439,7749,32.66,0,
g1144,10837,36.86,0,
g11440,105763,36.17,0,
g11441,288,56.94,0,
g11442,17636,36.94,0,
g11443,44263,36.05,0,
g11444,36866,36.09,0,
g11445,7076,35.53,0,
g11446,15867,35.8,0,
g11447,15285,35.22,0,
g11448,38459,36.13,0,
g11449,1581,51.17,0,
g1145,29709,36.22,0,
g11450,3811,33.4,0,
g11451,627,37.64,0,
g11452,1188,34.93,0,
g11453,5102,35.46,0,
g11454,471,50.96,0,
g11455,9294,35.36,0,
g11456,375,52.8,0,
g11457,306,58.17,0,
g11458,5519,44.12,0,
g11459,10837,38.68,0,
g1146,1818,40.32,0,
g11460,228,58.33,0,
g11461,228,58.77,0,
g11462,228,58.33,0,
g11463,12812,39.74,0,
g11464,60785,36.27,0,
g11465,1314,37.67,0,
g11466,8517,32.22,0,
g11467,2517,36.95,0,
g11468,17434,41.27,0,
g11469,7485,39.35,0,
g1147,3654,44.69,0,
g11470,22623,34.13,0,
g11471,12577,36.04,0,
g11472,5810,46.3,0,
g11473,3103,35.29,0,
g11474,5902,37.75,0,
g11475,12779,47.85,0,
g11476,1575,35.49,0,
g11477,16167,41.42,0,
g11478,193483,38.47,0,
g11479,23864,34.99,0,
g1148,1796,32.24,0,
g11480,943,43.05,0,
g11481,21541,42.19,0,
g11482,6009,44.75,0,
g11483,24753,35.79,0,
g11484,35441,32.7,0,
g11485,1235,35.95,0,
g11486,435,62.3,0,
g11487,1023,58.75,0,
g11488,420,60.0,0,
g11489,29539,35.93,0,
g1149,3779,34.29,0,
g11490,669,51.27,0,
g11491,6200,36.31,0,
g11492,47391,37.02,0,
g11493,396,53.79,0,
g11494,1972,34.28,0,
g11495,267,58.05,0,
g11496,16378,37.34,0,
g11497,5197,43.95,0,
g11498,378,50.53,0,
g11499,643,52.88,0,
g115,4025,57.89,0,
g1150,4333,33.12,0,
g11500,36417,35.82,0,
g11501,756,39.42,0,
g11502,3945,33.69,0,
g11503,4958,41.0,0,
g11504,5631,33.8,0,
g11505,14548,34.49,0,
g11506,819,33.58,0,
g11507,8649,31.36,0,
g11508,6213,37.7,0,
g11509,28941,35.97,0,
g1151,556,39.39,0,
g11510,270,57.78,0,
g11511,433,68.36,0,
g11512,13031,37.61,0,
g11513,12157,36.18,0,
g11514,2942,35.76,0,
g11515,36540,35.34,0,
g11516,2264,36.53,0,
g11517,10064,34.33,0,
g11518,2378,52.44,0,
g11519,264,67.8,0,
g1152,294,48.3,0,
g11520,1121,39.79,0,
g11521,243,75.31,0,
g11522,1033,52.37,0,
g11523,36882,40.44,0,
g11524,526,55.32,0,
g11525,3294,38.68,0,
g11526,1033,52.37,0,
g11527,11970,34.56,0,
g11528,6243,39.52,0,
g11529,14050,42.41,0,
g1153,3521,35.76,0,
g11530,11092,37.52,0,
g11531,6664,36.87,0,
g11532,8092,36.3,0,
g11533,1454,37.14,0,
g11534,10900,35.81,0,
g11535,1353,55.21,0,
g11536,7096,35.32,0,
g11537,3164,40.23,0,
g11538,312,42.95,0,
g11539,318,67.92,0,
g1154,40077,36.98,0,
g11540,4207,44.69,0,
g11541,36091,36.49,0,
g11542,11346,37.56,0,
g11543,16792,36.96,0,
g11544,23228,36.65,0,
g11545,906,38.41,0,
g11546,17705,37.88,0,
g11547,18988,35.59,0,
g11548,17487,36.94,0,
g11549,5913,43.43,0,
g1155,516,38.18,0,
g11550,27418,32.89,0,
g11551,57558,36.59,0,
g11552,3298,33.96,0,
g11553,6793,34.76,0,
g11554,249,67.07,0,
g11555,16194,39.67,0,
g11556,303,52.81,0,
g11557,2286,39.98,0,
g11558,11716,35.27,0,
g11559,30248,36.64,0,
g1156,657,36.53,0,
g11560,90115,38.94,0,
g11561,6588,38.45,0,
g11562,438,62.79,0,
g11563,494,62.75,0,
g11564,8467,39.44,0,
g11565,1140,51.84,0,
g11566,15456,37.06,0,
g11567,12136,38.41,0,
g11568,17874,46.22,0,
g11569,20612,39.05,0,
g1157,20982,39.5,0,
g11570,270,68.15,0,
g11571,2405,38.13,0,
g11572,246,39.43,0,
g11573,1881,39.13,0,
g11574,4406,48.64,0,
g11575,360,60.0,0,
g11576,4980,35.6,0,
g11577,282,53.9,0,
g11578,165079,35.4,0,
g11579,13929,36.99,0,
g1158,20099,39.57,0,
g11580,48482,35.75,0,
g11581,6645,31.44,0,
g11582,1387,33.38,0,
g11583,8460,30.74,0,
g11584,1245,37.35,0,
g11585,26069,33.79,0,
g11586,6502,36.5,0,
g11587,10405,42.26,0,
g11588,1588,42.82,0,
g11589,16296,39.91,0,
g1159,10719,35.59,0,
g11590,10757,38.3,0,
g11591,14438,36.74,0,
g11592,37499,34.88,0,
g11593,19179,35.3,0,
g11594,4786,32.85,0,
g11595,524,45.99,0,
g11596,7647,40.96,0,
g11597,622,43.41,0,
g11598,10225,38.26,0,
g11599,29569,35.51,0,
g116,15650,39.81,0,
g1160,19454,35.91,0,
g11600,12418,37.49,0,
g11601,15787,33.59,0,
g11602,674,30.56,0,
g11603,27525,37.55,0,
g11604,3302,32.86,0,
g11605,6143,35.24,0,
g11606,2962,32.21,0,
g11607,533,35.46,0,
g11608,15564,36.31,0,
g11609,6755,36.43,0,
g1161,294,54.76,0,
g11610,12585,39.64,0,
g11611,2923,31.85,0,
g11612,12367,35.82,0,
g11613,360,74.72,0,
g11614,315,69.84,0,
g11615,6409,35.31,0,
g11616,372,46.24,0,
g11617,463,46.0,0,
g11618,294,44.9,0,
g11619,985,37.36,0,
g1162,35334,38.45,0,
g11620,106008,37.3,0,
g11621,6552,31.46,0,
g11622,13704,36.16,0,
g11623,10254,41.29,0,
g11624,29627,36.92,0,
g11625,6750,31.19,0,
g11626,4124,31.96,0,
g11627,2282,36.06,0,
g11628,9684,33.26,0,
g11629,21353,37.32,0,
g1163,12879,40.8,0,
g11630,901,48.06,0,
g11631,834,41.13,0,
g11632,687,36.24,0,
g11633,6756,37.39,0,
g11634,552,40.76,0,
g11635,3360,36.31,0,
g11636,27637,33.22,0,
g11637,2399,34.06,0,
g11638,1032,59.01,0,
g11639,8139,36.91,0,
g1164,213,57.28,0,
g11640,14763,37.02,0,
g11641,9593,32.29,0,
g11642,49146,37.52,0,
g11643,10540,34.72,0,
g11644,12361,38.47,0,
g11645,627,42.42,0,
g11646,5760,38.82,0,
g11647,16769,35.8,0,
g11648,5231,41.58,0,
g11649,3556,32.65,0,
g1165,288,45.49,0,
g11650,240,37.92,0,
g11651,5252,30.92,0,
g11652,10383,32.71,0,
g11653,216,51.85,0,
g11654,234,76.5,0,
g11655,4459,31.87,0,
g11656,4213,37.03,0,
g11657,13351,33.05,0,
g11658,18013,32.42,0,
g11659,6433,30.48,0,
g1166,16000,35.88,0,
g11660,31665,33.07,0,
g11661,853,44.2,0,
g11662,34546,34.18,0,
g11663,3637,37.01,0,
g11664,976,42.62,0,
g11665,1729,38.11,0,
g11666,3620,35.66,0,
g11667,782,41.18,0,
g11668,726,38.84,0,
g11669,804,34.45,0,
g1167,372,66.94,0,
g11670,31928,36.83,0,
g11671,255,29.02,0,
g11672,4713,40.12,0,
g11673,14748,34.93,0,
g11674,6332,45.25,0,
g11675,13062,34.1,0,
g11676,5076,34.99,0,
g11677,930,54.3,0,
g11678,324,54.63,0,
g11679,2044,35.76,0,
g1168,808,35.15,0,
g11680,3689,36.81,0,
g11681,291,50.86,0,
g11682,306,48.04,0,
g11683,279,41.58,0,
g11684,2436,30.38,0,
g11685,17931,34.05,0,
g11686,2380,40.67,0,
g11687,1213,47.4,0,
g11688,423,66.19,0,
g11689,1634,57.22,0,
g1169,7811,40.89,0,
g11690,3060,56.18,0,
g11691,468,65.6,0,
g11692,3766,37.52,0,
g11693,1812,36.64,0,
g11694,1360,35.96,0,
g11695,13131,31.72,0,
g11696,17558,38.26,0,
g11697,276,39.86,0,
g11698,435,37.47,0,
g11699,609,39.08,0,
g117,30385,38.54,0,
g1170,5836,35.3,0,
g11700,17757,38.52,0,
g11701,7843,31.15,0,
g11702,1833,40.53,0,
g11703,27701,39.45,0,
g11704,61202,36.43,0,
g11705,12913,35.68,0,
g11706,10193,35.29,0,
g11707,9944,36.6,0,
g11708,282,55.67,0,
g11709,510,45.29,0,
g1171,92895,37.79,0,
g11710,1179,38.76,0,
g11711,5792,36.91,0,
g11712,9447,33.44,0,
g11713,2105,38.05,0,
g11714,654,33.79,0,
g11715,19104,32.87,0,
g11716,38957,36.46,0,
g11717,21719,39.55,0,
g11718,588,25.17,0,
g11719,3900,46.74,0,
g1172,9323,33.62,0,
g11720,4875,32.82,0,
g11721,23979,34.24,0,
g11722,201,60.7,0,
g11723,10024,35.04,0,
g11724,354,65.25,0,
g11725,11831,42.94,0,
g11726,447,59.06,0,
g11727,7514,34.88,0,
g11728,27158,36.2,0,
g11729,7440,34.64,0,
g1173,240,57.5,0,
g11730,318,56.29,0,
g11731,54806,35.24,0,
g11732,16895,35.22,0,
g11733,3222,35.63,0,
g11734,8247,35.36,0,
g11735,1036,46.53,0,
g11736,3072,37.01,0,
g11737,2928,43.75,0,
g11738,4135,39.56,0,
g11739,20333,36.29,0,
g1174,34526,35.83,0,
g11740,3794,36.03,0,
g11741,1425,37.05,0,
g11742,309,72.49,0,
g11743,10157,34.46,0,
g11744,3014,33.81,0,
g11745,2292,31.54,0,
g11746,3140,31.46,0,
g11747,18078,32.02,0,
g11748,219,63.93,0,
g11749,22319,35.61,0,
g1175,705,38.01,0,
g11750,21309,37.34,0,
g11751,16032,35.55,0,
g11752,14195,34.78,0,
g11753,888,32.77,0,
g11754,792,37.25,0,
g11755,5802,33.7,0,
g11756,1622,30.33,0,
g11757,1397,37.29,0,
g11758,21950,36.12,0,
g11759,4322,31.95,0,
g1176,2016,67.11,0,
g11760,3660,36.15,0,
g11761,3368,43.38,0,
g11762,3736,38.89,0,
g11763,2815,36.98,0,
g11764,52426,36.21,0,
g11765,9599,37.82,0,
g11766,870,60.11,0,
g11767,65931,36.69,0,
g11768,5863,39.18,0,
g11769,4759,42.49,0,
g1177,231,45.02,0,
g11770,8628,35.88,0,
g11771,819,39.19,0,
g11772,5469,42.66,0,
g11773,768,38.02,0,
g11774,978,61.45,0,
g11775,23092,36.35,0,
g11776,26100,33.35,0,
g11777,24256,37.97,0,
g11778,17972,37.2,0,
g11779,1182,36.29,0,
g1178,2238,34.58,0,
g11780,8062,37.0,0,
g11781,1926,30.84,0,
g11782,324,39.2,0,
g11783,5294,31.7,0,
g11784,5629,35.0,0,
g11785,17512,35.57,0,
g11786,15566,34.18,0,
g11787,2749,33.25,0,
g11788,306,32.68,0,
g11789,5037,33.13,0,
g1179,21806,37.3,0,
g11790,8393,31.5,0,
g11791,43541,36.52,0,
g11792,4492,37.44,0,
g11793,9650,34.48,0,
g11794,1895,37.31,0,
g11795,1819,34.63,0,
g11796,1948,35.63,0,
g11797,297,52.86,0,
g11798,585,56.58,0,
g11799,1320,42.42,0,
g118,255,50.98,0,
g1180,8490,36.8,0,
g11800,13452,38.11,0,
g11801,39297,35.71,0,
g11802,513,41.13,0,
g11803,8611,33.65,0,
g11804,249,65.46,0,
g11805,3863,43.8,0,
g11806,10966,35.62,0,
g11807,2567,38.96,0,
g11808,22659,37.79,0,
g11809,25018,34.77,0,
g1181,17178,34.6,0,
g11810,855,37.54,0,
g11811,1164,42.35,0,
g11812,3105,33.95,0,
g11813,1966,36.98,0,
g11814,7863,43.57,0,
g11815,4330,33.21,0,
g11816,2610,37.2,0,
g11817,7620,37.14,0,
g11818,318,38.05,0,
g11819,11234,33.5,0,
g1182,23036,35.87,0,
g11820,1303,35.53,0,
