gene_id,best_hit_accession,best_hit_species,identity_pct,query_coverage_pct,evalue,bitscore,classification,qc_decision,total_blast_hits,qualifying_hits,best_hit_description
g19872.t1,sp|P83863|H2B_PENVA,Penaeus vannamei,96.154,98.0,3.61e-30,107.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P83863|H2B_PENVA Histone H2B (Fragments) OS=Penaeus vannamei OX=6689 PE=1 SV=2
g20261.t2,sp|Q8N0W4|NLGNX_HUMAN,Homo sapiens,34.818,80.0,8.25e-124,400.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q8N0W4|NLGNX_HUMAN Neuroligin-4, X-linked OS=Homo sapiens OX=9606 GN=NLGN4X PE=1 SV=1"
g20266.t1,tr|A0A0A1T531|A0A0A1T531_9HYPO,[Torrubiella] hemipterigena,44.086,85.0,6.0899999999999995e-46,160.0,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0A0A1T531|A0A0A1T531_9HYPO Phytanoyl-CoA dioxygenase family protein OS=[Torrubiella] hemipterigena OX=1531966 GN=VHEMI01300 PE=3 SV=1
g20267.t2,sp|Q8K2X1|AT10D_MOUSE,Mus musculus,38.588,99.0,0.0,598.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8K2X1|AT10D_MOUSE Phospholipid-transporting ATPase VD OS=Mus musculus OX=10090 GN=Atp10d PE=1 SV=2
g20288.t1,sp|A3KQ55|MEPCE_DANRE,Danio rerio,31.982,76.0,2.0100000000000002e-73,259.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|A3KQ55|MEPCE_DANRE 7SK snRNA methylphosphate capping enzyme OS=Danio rerio OX=7955 GN=mepce PE=3 SV=2
g20290.t1,sp|Q95Q62|IP3KH_CAEEL,Caenorhabditis elegans,45.695,78.0,4.24e-82,265.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q95Q62|IP3KH_CAEEL Inositol-trisphosphate 3-kinase homolog OS=Caenorhabditis elegans OX=6239 GN=lfe-2 PE=1 SV=1
g20294.t2,sp|Q7Z569|BRAP_HUMAN,Homo sapiens,38.776,75.0,1.08e-49,181.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q7Z569|BRAP_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2
g20295.t1,sp|Q9Z200|SH2B2_RAT,Rattus norvegicus,34.012,93.0,7.199999999999999e-68,234.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9Z200|SH2B2_RAT SH2B adapter protein 2 OS=Rattus norvegicus OX=10116 GN=Sh2b2 PE=1 SV=1
g20311.t1,tr|A0A9N9IYP8|A0A9N9IYP8_9GLOM,Racocetra fulgida,32.258,80.0,1.91e-06,51.2,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0A9N9IYP8|A0A9N9IYP8_9GLOM 11580_t:CDS:1 OS=Racocetra fulgida OX=60492 GN=RFULGI_LOCUS13925 PE=4 SV=1
g20320.t1,sp|P61374|ISL1_RAT,Rattus norvegicus,67.829,81.0,8.98e-120,354.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P61374|ISL1_RAT Insulin gene enhancer protein ISL-1 OS=Rattus norvegicus OX=10116 GN=Isl1 PE=1 SV=1
g20322.t1,sp|Q09575|YRD6_CAEEL,Caenorhabditis elegans,34.983,77.0,1.27e-44,172.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g20323.t1,sp|Q7YRC1|AIP_BOVIN,Bos taurus,37.304,97.0,3.15e-72,233.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7YRC1|AIP_BOVIN AH receptor-interacting protein OS=Bos taurus OX=9913 GN=AIP PE=2 SV=1
g20324.t1,sp|Q8IZ69|TRM2A_HUMAN,Homo sapiens,40.283,93.0,4.48e-140,427.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8IZ69|TRM2A_HUMAN tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2
g20330.t2,sp|Q95245|CY561_PIG,Sus scrofa,39.301,81.0,8.17e-41,148.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q95245|CY561_PIG Transmembrane ascorbate-dependent reductase CYB561 OS=Sus scrofa OX=9823 GN=CYB561 PE=2 SV=1
g20331.t1,sp|Q9ESJ4|SPN90_MOUSE,Mus musculus,37.838,74.0,2.21e-88,297.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2
g20337.t1,sp|Q9GZN1|ARP6_HUMAN,Homo sapiens,54.545,98.0,7.45e-162,466.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9GZN1|ARP6_HUMAN Actin-related protein 6 OS=Homo sapiens OX=9606 GN=ACTR6 PE=1 SV=1
g20338.t1,sp|Q5R9P3|SC23A_PONAB,Pongo abelii,76.364,100.0,7.77e-49,172.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5R9P3|SC23A_PONAB Protein transport protein Sec23A OS=Pongo abelii OX=9601 GN=SEC23A PE=2 SV=1
g20341.t1,sp|Q9N5Y2|TECR_CAEEL,Caenorhabditis elegans,55.052,94.0,8.689999999999999e-111,329.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9N5Y2|TECR_CAEEL Probable very-long-chain enoyl-CoA reductase art-1 OS=Caenorhabditis elegans OX=6239 GN=art-1 PE=3 SV=1
g20342.t1,sp|Q96MR6|CFA57_HUMAN,Homo sapiens,37.278,94.0,0.0,774.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q96MR6|CFA57_HUMAN Cilia- and flagella-associated protein 57 OS=Homo sapiens OX=9606 GN=CFAP57 PE=1 SV=3
g20347.t1,sp|Q9DBB9|CPN2_MOUSE,Mus musculus,33.243,72.0,7.4e-47,178.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9DBB9|CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2
g20349.t1,sp|P21452|NK2R_HUMAN,Homo sapiens,30.946,70.0,1.59e-50,184.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|P21452|NK2R_HUMAN Substance-K receptor OS=Homo sapiens OX=9606 GN=TACR2 PE=1 SV=3
g20351.t1,sp|Q9WVD0|NPY1R_CAVPO,Cavia porcellus,32.374,78.0,1.29e-21,96.7,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9WVD0|NPY1R_CAVPO Neuropeptide Y receptor type 1 OS=Cavia porcellus OX=10141 GN=NPY1R PE=3 SV=1
g20352.t1,sp|Q9UQB3|CTND2_HUMAN,Homo sapiens,53.304,75.0,3.53e-66,231.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q9UQB3|CTND2_HUMAN Catenin delta-2 OS=Homo sapiens OX=9606 GN=CTNND2 PE=1 SV=3
g20353.t1,sp|P06795|MDR1B_MOUSE,Mus musculus,67.429,97.0,3.2399999999999997e-74,249.0,Other non-arthropod,FLAG_REVIEW,10,10,sp|P06795|MDR1B_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1
g20355.t1,sp|O95373|IPO7_HUMAN,Homo sapiens,50.38,100.0,0.0,1077.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1
g20361.t1,sp|A0AB32U2W5|FR1L6_DANRE,Danio rerio,42.468,83.0,2.6799999999999997e-137,448.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A0AB32U2W5|FR1L6_DANRE Fer-1-like protein 6 OS=Danio rerio OX=7955 GN=fer1l6 PE=2 SV=1
g20367.t1,sp|Q09575|YRD6_CAEEL,Caenorhabditis elegans,33.679,79.0,2.19e-58,215.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g20387.t1,tr|A0A084R0H0|A0A084R0H0_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),41.818,82.0,9.52e-13,71.2,Other non-arthropod,FLAG_REVIEW,13,13,tr|A0A084R0H0|A0A084R0H0_STAC4 Uncharacterized protein OS=Stachybotrys chlorohalonatus (strain IBT 40285) OX=1283841 GN=S40285_08111 PE=4 SV=1
g20391.t1,sp|P0CG71|UBIQ1_CAEEL,Caenorhabditis elegans,98.565,100.0,0.0,1619.0,Other non-arthropod,FLAG_REVIEW,54,54,sp|P0CG71|UBIQ1_CAEEL Polyubiquitin-A OS=Caenorhabditis elegans OX=6239 GN=ubq-1 PE=3 SV=1
g20407.t1,sp|O45040|GBB1_HOMAM,Homarus americanus,90.882,100.0,0.0,654.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O45040|GBB1_HOMAM Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homarus americanus OX=6706 GN=GBETA1 PE=2 SV=1
g20421.t1,sp|Q8CHR6|DPYD_MOUSE,Mus musculus,65.657,85.0,1.9699999999999998e-38,143.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8CHR6|DPYD_MOUSE Dihydropyrimidine dehydrogenase [NADP(+)] OS=Mus musculus OX=10090 GN=Dpyd PE=1 SV=1
g20426.t1,sp|P08161|VE94_NPVAC,Autographa californica nuclear polyhedrosis virus,35.729,97.0,3.0599999999999998e-89,296.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|P08161|VE94_NPVAC Early 94 kDa protein OS=Autographa californica nuclear polyhedrosis virus OX=46015 PE=4 SV=2
g20429.t1,sp|Q66HD0|ENPL_RAT,Rattus norvegicus,59.396,96.0,0.0,894.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q66HD0|ENPL_RAT Endoplasmin OS=Rattus norvegicus OX=10116 GN=Hsp90b1 PE=1 SV=2
g20430.t1,sp|Q8IZN3|ZDH14_HUMAN,Homo sapiens,61.258,72.0,7.21e-130,389.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q8IZN3|ZDH14_HUMAN Palmitoyltransferase ZDHHC14 OS=Homo sapiens OX=9606 GN=ZDHHC14 PE=1 SV=1
g20434.t2,sp|Q5ZML3|SRSF1_CHICK,Gallus gallus,74.242,73.0,1.4e-87,267.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5ZML3|SRSF1_CHICK Serine/arginine-rich splicing factor 1 OS=Gallus gallus OX=9031 GN=SRSF1 PE=1 SV=3
g20437.t1,sp|A4FUD4|PEX12_BOVIN,Bos taurus,32.133,99.0,1.2199999999999999e-42,157.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|A4FUD4|PEX12_BOVIN Peroxisome assembly protein 12 OS=Bos taurus OX=9913 GN=PEX12 PE=2 SV=1
g20440.t1,tr|A0A345E1T5|A0A345E1T5_9EURY,Haloplanus rubicundus,44.056,87.0,6.51e-29,116.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A345E1T5|A0A345E1T5_9EURY threonine ammonia-lyase OS=Haloplanus rubicundus OX=1547898 GN=DU500_06695 PE=3 SV=1
g20442.t1,sp|Q5RBM6|BUP1_PONAB,Pongo abelii,59.53,98.0,9.11e-165,473.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5RBM6|BUP1_PONAB Beta-ureidopropionase OS=Pongo abelii OX=9601 GN=UPB1 PE=2 SV=1
g20444.t1,sp|Q8VC97|BUP1_MOUSE,Mus musculus,50.137,97.0,6.13e-125,371.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8VC97|BUP1_MOUSE Beta-ureidopropionase OS=Mus musculus OX=10090 GN=Upb1 PE=1 SV=1
g20446.t1,sp|O70172|PI42A_MOUSE,Mus musculus,60.298,97.0,1.1e-157,457.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O70172|PI42A_MOUSE Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus OX=10090 GN=Pip4k2a PE=1 SV=1
g20447.t1,sp|Q7SY06|HACD3_DANRE,Danio rerio,37.255,96.0,3.74e-78,251.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7SY06|HACD3_DANRE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Danio rerio OX=7955 GN=hacd3 PE=2 SV=2
g20448.t1,sp|Q95KV7|NDUAD_BOVIN,Bos taurus,34.848,87.0,5.81e-19,84.3,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q95KV7|NDUAD_BOVIN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Bos taurus OX=9913 GN=NDUFA13 PE=1 SV=3
g20452.t1,tr|A0AAD6E4J7|A0AAD6E4J7_9EURO,Penicillium hetheringtonii,78.723,95.0,1.55e-76,230.0,Fungal,FLAG_POSSIBLE_CONTAMINATION,5,5,tr|A0AAD6E4J7|A0AAD6E4J7_9EURO Eukaryotic translation initiation factor 1A OS=Penicillium hetheringtonii OX=911720 GN=N7450_001641 PE=3 SV=1
g20457.t1,sp|Q8K1R3|PNPT1_MOUSE,Mus musculus,58.036,86.0,2.46e-38,144.0,Other non-arthropod,FLAG_REVIEW,4,4,"sp|Q8K1R3|PNPT1_MOUSE Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Pnpt1 PE=1 SV=1"
g20464.t1,sp|Q9NW15|ANO10_HUMAN,Homo sapiens,39.86,81.0,5.3400000000000004e-27,113.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9NW15|ANO10_HUMAN Anoctamin-10 OS=Homo sapiens OX=9606 GN=ANO10 PE=1 SV=2
g20482.t1,sp|P22724|WNT4_MOUSE,Mus musculus,48.589,81.0,8.76e-104,317.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P22724|WNT4_MOUSE Protein Wnt-4 OS=Mus musculus OX=10090 GN=Wnt4 PE=1 SV=1
g20484.t1,sp|P11498|PYC_HUMAN,Homo sapiens,66.837,99.0,0.0,1367.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|P11498|PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2"
g20485.t1,sp|Q53H12|AGK_HUMAN,Homo sapiens,35.422,99.0,1.3500000000000002e-59,204.0,Other non-arthropod,FLAG_REVIEW,3,3,"sp|Q53H12|AGK_HUMAN Acylglycerol kinase, mitochondrial OS=Homo sapiens OX=9606 GN=AGK PE=1 SV=2"
g20489.t1,sp|P20273|CD22_HUMAN,Homo sapiens,31.532,87.0,1.28e-06,53.5,Other non-arthropod,FLAG_REVIEW,1,1,sp|P20273|CD22_HUMAN B-cell receptor CD22 OS=Homo sapiens OX=9606 GN=CD22 PE=1 SV=2
g20491.t1,tr|A0A1U7LNW8|A0A1U7LNW8_NEOID,Neolecta irregularis (strain DAH-3),38.686,93.0,1.33e-18,83.2,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A1U7LNW8|A0A1U7LNW8_NEOID Uncharacterized protein OS=Neolecta irregularis (strain DAH-3) OX=1198029 GN=NEOLI_003806 PE=4 SV=1
g20494.t1,sp|Q969Q5|RAB24_HUMAN,Homo sapiens,52.976,82.0,5.39e-52,172.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q969Q5|RAB24_HUMAN Ras-related protein Rab-24 OS=Homo sapiens OX=9606 GN=RAB24 PE=1 SV=1
g20499.t1,sp|P97526|NF1_RAT,Rattus norvegicus,63.573,99.0,0.0,1502.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P97526|NF1_RAT Neurofibromin OS=Rattus norvegicus OX=10116 GN=Nf1 PE=1 SV=1
g20516.t1,sp|Q9H3H1|MOD5_HUMAN,Homo sapiens,35.676,87.0,1.93e-24,107.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q9H3H1|MOD5_HUMAN tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1
g20530.t1,sp|Q6GPE5|FEM1B_XENLA,Xenopus laevis,34.405,98.0,4.39e-42,160.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6GPE5|FEM1B_XENLA Protein fem-1 homolog B OS=Xenopus laevis OX=8355 GN=fem1b PE=2 SV=1
g20532.t1,sp|Q99J62|RFC4_MOUSE,Mus musculus,54.039,99.0,4.7200000000000003e-125,370.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q99J62|RFC4_MOUSE Replication factor C subunit 4 OS=Mus musculus OX=10090 GN=Rfc4 PE=1 SV=1
g20545.t1,sp|Q9D9U9|CFA45_MOUSE,Mus musculus,31.266,85.0,2.39e-23,110.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9D9U9|CFA45_MOUSE Cilia- and flagella-associated protein 45 OS=Mus musculus OX=10090 GN=Cfap45 PE=1 SV=1
g20552.t1,sp|Q07954|LRP1_HUMAN,Homo sapiens,38.643,99.0,0.0,1263.0,Other non-arthropod,FLAG_REVIEW,23,23,sp|Q07954|LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2
g20553.t2,sp|Q7ZZ25|ATD1A_DANRE,Danio rerio,55.914,99.0,1.81e-141,413.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7ZZ25|ATD1A_DANRE Outer mitochondrial transmembrane helix translocase OS=Danio rerio OX=7955 GN=atad1a PE=2 SV=2
g20556.t1,sp|Q6PFD9|NUP98_MOUSE,Mus musculus,34.819,85.0,8.69e-53,209.0,Other non-arthropod,FLAG_REVIEW,6,6,sp|Q6PFD9|NUP98_MOUSE Nuclear pore complex protein Nup98-Nup96 OS=Mus musculus OX=10090 GN=Nup98 PE=1 SV=2
g20558.t1,sp|Q8IVU1|IGDC3_HUMAN,Homo sapiens,32.948,94.0,8.9e-14,75.9,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q8IVU1|IGDC3_HUMAN Immunoglobulin superfamily DCC subclass member 3 OS=Homo sapiens OX=9606 GN=IGDCC3 PE=1 SV=2
g20559.t1,tr|A0A9P6AJA0|A0A9P6AJA0_9AGAM,Hydnum rufescens UP504,37.736,98.0,2.3500000000000002e-26,106.0,Other non-arthropod,FLAG_REVIEW,11,11,tr|A0A9P6AJA0|A0A9P6AJA0_9AGAM Uncharacterized protein (Fragment) OS=Hydnum rufescens UP504 OX=1448309 GN=BS47DRAFT_1305401 PE=4 SV=1
g20560.t1,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO,Massariosphaeria phaeospora,48.529,99.0,3.3399999999999997e-25,108.0,Other non-arthropod,FLAG_REVIEW,8,8,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO Uncharacterized protein OS=Massariosphaeria phaeospora OX=100035 GN=BDV95DRAFT_309845 PE=4 SV=1
g20561.t1,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO,Massariosphaeria phaeospora,48.438,93.0,1.71e-08,56.2,Other non-arthropod,FLAG_REVIEW,19,19,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO Uncharacterized protein OS=Massariosphaeria phaeospora OX=100035 GN=BDV95DRAFT_309845 PE=4 SV=1
g20562.t1,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO,Massariosphaeria phaeospora,38.922,98.0,3.88e-19,90.5,Other non-arthropod,FLAG_REVIEW,10,10,tr|A0A7C8MCL3|A0A7C8MCL3_9PLEO Uncharacterized protein OS=Massariosphaeria phaeospora OX=100035 GN=BDV95DRAFT_309845 PE=4 SV=1
g20563.t1,tr|A0A6A4GP89|A0A6A4GP89_9AGAR,Gymnopus androsaceus JB14,37.288,99.0,7.91e-25,104.0,Other non-arthropod,FLAG_REVIEW,9,9,tr|A0A6A4GP89|A0A6A4GP89_9AGAR Uncharacterized protein OS=Gymnopus androsaceus JB14 OX=1447944 GN=BT96DRAFT_1079228 PE=4 SV=1
g20567.t1,sp|Q9U8B8|DYR_HELVI,Heliothis virescens,76.757,100.0,6.95e-108,312.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9U8B8|DYR_HELVI Dihydrofolate reductase OS=Heliothis virescens OX=7102 GN=DHFR PE=1 SV=1
g20572.t1,sp|Q5R8P5|SHLB1_PONAB,Pongo abelii,43.817,99.0,7.86e-108,326.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5R8P5|SHLB1_PONAB Endophilin-B1 OS=Pongo abelii OX=9601 GN=SH3GLB1 PE=2 SV=2
g20574.t1,sp|Q09575|YRD6_CAEEL,Caenorhabditis elegans,30.851,93.0,2.59e-58,215.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g20575.t1,sp|Q5DRC2|PCDG1_PANTR,Pan troglodytes,32.716,76.0,3.38e-13,75.1,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q5DRC2|PCDG1_PANTR Protocadherin gamma-A1 OS=Pan troglodytes OX=9598 GN=PCDHGA1 PE=3 SV=1
g20577.t1,sp|Q9Y259|CHKB_HUMAN,Homo sapiens,35.484,96.0,1.1199999999999999e-40,150.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9Y259|CHKB_HUMAN Choline/ethanolamine kinase OS=Homo sapiens OX=9606 GN=CHKB PE=1 SV=3
g20588.t1,sp|Q8R151|ZNFX1_MOUSE,Mus musculus,40.825,86.0,2.96e-134,474.0,Other non-arthropod,FLAG_REVIEW,9,9,sp|Q8R151|ZNFX1_MOUSE NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3
g20596.t1,sp|Q96L50|LLR1_HUMAN,Homo sapiens,32.54,95.0,2.54e-39,151.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q96L50|LLR1_HUMAN Leucine-rich repeat protein 1 OS=Homo sapiens OX=9606 GN=LRR1 PE=1 SV=2
g20597.t1,sp|Q6NWC9|GKAP1_DANRE,Danio rerio,33.0,89.0,4.97e-28,118.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6NWC9|GKAP1_DANRE G kinase-anchoring protein 1 OS=Danio rerio OX=7955 GN=gkap1 PE=2 SV=1
g20598.t1,sp|Q1EHB3|ATS7_RAT,Rattus norvegicus,40.83,84.0,0.0,581.0,Other non-arthropod,FLAG_REVIEW,6,6,sp|Q1EHB3|ATS7_RAT A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Rattus norvegicus OX=10116 GN=Adamts7 PE=1 SV=1
g20608.t1,sp|P04634|LIPF_RAT,Rattus norvegicus,36.87,73.0,1.83e-77,254.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|P04634|LIPF_RAT Gastric triacylglycerol lipase OS=Rattus norvegicus OX=10116 GN=Lipf PE=1 SV=1
g20611.t1,sp|Q91755|GRIK2_XENLA,Xenopus laevis,47.611,97.0,0.0,546.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q91755|GRIK2_XENLA Glutamate receptor ionotropic, kainate 2 OS=Xenopus laevis OX=8355 GN=grik2 PE=2 SV=2"
g20627.t1,sp|Q9D1A2|CNDP2_MOUSE,Mus musculus,59.789,99.0,0.0,578.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9D1A2|CNDP2_MOUSE Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1
g20632.t1,tr|A0A2T9YZI5|A0A2T9YZI5_9FUNG,Furculomyces boomerangus,33.663,88.0,1.27e-13,73.2,Other non-arthropod,FLAG_REVIEW,19,19,tr|A0A2T9YZI5|A0A2T9YZI5_9FUNG Complex 1 LYR protein domain-containing protein OS=Furculomyces boomerangus OX=61424 GN=BB559_001922 PE=3 SV=1
g20637.t1,sp|Q5I146|PTPH2_MDBVW,Microplitis demolitor bracovirus (isolate Webb),42.904,93.0,2.81e-91,281.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5I146|PTPH2_MDBVW Tyrosine phosphatase H2 OS=Microplitis demolitor bracovirus (isolate Webb) OX=654919 GN=H2 PE=3 SV=1
g20638.t1,sp|Q5I146|PTPH2_MDBVW,Microplitis demolitor bracovirus (isolate Webb),42.904,93.0,2.81e-91,281.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5I146|PTPH2_MDBVW Tyrosine phosphatase H2 OS=Microplitis demolitor bracovirus (isolate Webb) OX=654919 GN=H2 PE=3 SV=1
g20639.t1,sp|Q96AB6|NTAN1_HUMAN,Homo sapiens,37.895,98.0,1.87e-10,62.4,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q96AB6|NTAN1_HUMAN Protein N-terminal asparagine amidohydrolase OS=Homo sapiens OX=9606 GN=NTAN1 PE=1 SV=3
g20640.t1,sp|P51692|STA5B_HUMAN,Homo sapiens,34.559,96.0,5.4e-17,83.6,Other non-arthropod,FLAG_REVIEW,5,5,sp|P51692|STA5B_HUMAN Signal transducer and activator of transcription 5B OS=Homo sapiens OX=9606 GN=STAT5B PE=1 SV=2
g20641.t1,sp|Q27083|CFGB_TACTR,Tachypleus tridentatus,39.316,92.0,1.14e-18,86.3,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q27083|CFGB_TACTR Clotting factor G beta subunit OS=Tachypleus tridentatus OX=6853 PE=1 SV=1
g20669.t1,sp|Q9R1A8|COP1_MOUSE,Mus musculus,45.728,84.0,0.0,580.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9R1A8|COP1_MOUSE E3 ubiquitin-protein ligase COP1 OS=Mus musculus OX=10090 GN=Cop1 PE=1 SV=2
g20671.t1,sp|A2AHJ4|BRWD3_MOUSE,Mus musculus,40.62,70.0,6.9e-154,518.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|A2AHJ4|BRWD3_MOUSE Bromodomain and WD repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Brwd3 PE=1 SV=1
g20682.t1,sp|O14562|UBFD1_HUMAN,Homo sapiens,59.903,77.0,1.9199999999999998e-82,256.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2
g20684.t1,sp|Q80U70|SUZ12_MOUSE,Mus musculus,43.519,84.0,3.97e-171,516.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q80U70|SUZ12_MOUSE Polycomb protein Suz12 OS=Mus musculus OX=10090 GN=Suz12 PE=1 SV=2
g20686.t1,sp|Q8R1C6|MET22_MOUSE,Mus musculus,34.815,84.0,1.65e-32,130.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q8R1C6|MET22_MOUSE Methyltransferase-like protein 22 OS=Mus musculus OX=10090 GN=Mettl22 PE=2 SV=1
g20688.t1,sp|O60784|TOM1_HUMAN,Homo sapiens,44.423,99.0,2.9400000000000003e-124,378.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O60784|TOM1_HUMAN Target of Myb1 membrane trafficking protein OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2
g20689.t2,sp|Q9H069|DRC3_HUMAN,Homo sapiens,37.736,95.0,2.51e-98,314.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9H069|DRC3_HUMAN Dynein regulatory complex subunit 3 OS=Homo sapiens OX=9606 GN=DRC3 PE=1 SV=2
