Protein_ID	Header	Length_aa	Contains_X	Contains_internal_stop
g766.t1	g766.t1	552	No	No
g767.t1	g767.t1	178	No	No
g768.t1	g768.t1	283	No	No
g769.t1	g769.t1	129	No	No
g770.t1	g770.t1	206	No	No
g771.t1	g771.t1	100	No	No
g772.t1	g772.t1	136	No	No
g773.t1	g773.t1	135	No	No
g774.t1	g774.t1	141	No	No
g775.t1	g775.t1	79	No	No
g776.t1	g776.t1	93	No	No
g777.t1	g777.t1	827	No	No
g778.t1	g778.t1	444	No	No
g779.t1	g779.t1	548	No	No
g780.t1	g780.t1	286	No	No
g781.t1	g781.t1	170	No	No
g782.t1	g782.t1	743	No	No
g783.t1	g783.t1	926	No	No
g784.t1	g784.t1	249	No	No
g785.t1	g785.t1	90	No	No
g786.t1	g786.t1	167	No	No
g787.t1	g787.t1	398	No	No
g788.t2	g788.t2	639	No	No
g789.t1	g789.t1	196	No	No
g790.t1	g790.t1	71	No	No
g791.t1	g791.t1	403	No	No
g792.t1	g792.t1	39	Yes	No
g793.t1	g793.t1	134	No	No
g794.t1	g794.t1	452	No	No
g795.t1	g795.t1	467	No	No
g796.t1	g796.t1	103	Yes	No
g797.t1	g797.t1	253	No	No
g798.t1	g798.t1	123	No	No
g799.t1	g799.t1	254	No	No
g800.t1	g800.t1	253	No	No
g801.t1	g801.t1	401	No	No
g802.t1	g802.t1	120	No	No
g803.t1	g803.t1	144	No	No
g804.t1	g804.t1	109	No	No
g805.t1	g805.t1	101	No	No
g806.t1	g806.t1	487	No	No
g807.t1	g807.t1	389	No	No
g808.t1	g808.t1	88	No	No
g809.t1	g809.t1	195	Yes	No
g810.t1	g810.t1	299	No	No
g811.t1	g811.t1	1444	No	No
g812.t1	g812.t1	145	No	No
g813.t1	g813.t1	179	No	No
g814.t1	g814.t1	423	No	No
g815.t1	g815.t1	160	Yes	No
g816.t1	g816.t1	80	No	No
g817.t1	g817.t1	157	No	No
g818.t1	g818.t1	509	No	No
g819.t1	g819.t1	534	No	No
g820.t1	g820.t1	132	No	No
g821.t1	g821.t1	1244	No	No
g822.t1	g822.t1	732	Yes	No
g823.t1	g823.t1	149	No	No
g824.t1	g824.t1	302	No	No
g825.t1	g825.t1	197	No	No
g826.t1	g826.t1	546	No	No
g827.t2	g827.t2	531	No	No
g828.t1	g828.t1	392	No	No
g829.t1	g829.t1	266	No	No
g830.t1	g830.t1	86	No	No
g831.t1	g831.t1	122	No	No
g832.t1	g832.t1	78	No	No
g833.t1	g833.t1	487	No	No
g834.t1	g834.t1	165	No	No
g835.t1	g835.t1	81	No	No
g836.t1	g836.t1	271	No	No
g837.t1	g837.t1	286	No	No
g838.t1	g838.t1	94	No	No
g839.t1	g839.t1	100	No	No
g840.t1	g840.t1	74	No	No
g841.t1	g841.t1	178	No	No
g842.t1	g842.t1	619	Yes	No
g843.t1	g843.t1	154	No	No
g844.t1	g844.t1	126	No	No
g845.t1	g845.t1	401	Yes	No
g846.t1	g846.t1	605	Yes	No
g847.t1	g847.t1	70	No	No
g848.t1	g848.t1	313	No	No
g849.t1	g849.t1	86	No	No
g850.t1	g850.t1	59	Yes	No
g851.t1	g851.t1	307	Yes	No
g852.t1	g852.t1	33	No	No
g853.t1	g853.t1	377	No	No
g854.t1	g854.t1	238	Yes	No
g855.t1	g855.t1	204	No	No
g856.t1	g856.t1	205	No	No
g857.t1	g857.t1	422	No	No
g858.t1	g858.t1	594	No	No
g859.t1	g859.t1	337	Yes	No
g860.t1	g860.t1	223	No	No
g861.t1	g861.t1	644	No	No
g862.t1	g862.t1	701	No	No
g863.t1	g863.t1	86	No	No
g864.t1	g864.t1	417	No	No
g865.t1	g865.t1	80	No	No
g866.t1	g866.t1	119	No	No
g867.t1	g867.t1	130	No	No
g868.t1	g868.t1	625	No	No
g869.t1	g869.t1	320	No	No
g870.t1	g870.t1	676	No	No
g871.t1	g871.t1	278	No	No
g872.t1	g872.t1	420	No	No
g873.t1	g873.t1	370	No	No
g874.t1	g874.t1	354	No	No
g875.t1	g875.t1	451	No	No
g876.t1	g876.t1	110	No	No
g877.t1	g877.t1	245	No	No
g878.t1	g878.t1	307	No	No
g879.t1	g879.t1	970	No	No
g880.t1	g880.t1	85	No	No
g881.t1	g881.t1	77	No	No
g882.t1	g882.t1	75	No	No
g883.t1	g883.t1	421	No	No
g884.t1	g884.t1	93	No	No
g885.t1	g885.t1	118	No	No
g886.t1	g886.t1	177	No	No
g887.t1	g887.t1	164	No	No
g888.t1	g888.t1	91	No	No
g889.t1	g889.t1	89	No	No
g890.t1	g890.t1	352	No	No
g891.t1	g891.t1	99	No	No
g892.t1	g892.t1	89	No	No
g893.t1	g893.t1	70	No	No
g894.t1	g894.t1	72	No	No
g895.t1	g895.t1	87	No	No
g896.t1	g896.t1	522	No	No
g897.t1	g897.t1	1340	No	No
g898.t1	g898.t1	549	No	No
g899.t1	g899.t1	335	No	No
g900.t1	g900.t1	557	No	No
g901.t1	g901.t1	529	Yes	No
g902.t1	g902.t1	622	No	No
g903.t1	g903.t1	216	No	No
g904.t1	g904.t1	626	No	No
g905.t1	g905.t1	452	No	No
g906.t1	g906.t1	75	No	No
g907.t1	g907.t1	95	No	No
g908.t1	g908.t1	83	No	No
g909.t1	g909.t1	146	No	No
g910.t1	g910.t1	394	No	No
g911.t1	g911.t1	417	No	No
g912.t1	g912.t1	607	No	No
g913.t1	g913.t1	561	No	No
g914.t1	g914.t1	693	No	No
g915.t2	g915.t2	149	No	No
g916.t1	g916.t1	285	No	No
g917.t1	g917.t1	133	No	No
g918.t1	g918.t1	121	No	No
g919.t1	g919.t1	147	No	No
g920.t1	g920.t1	610	Yes	No
g921.t1	g921.t1	513	No	No
g922.t1	g922.t1	513	No	No
g923.t1	g923.t1	95	No	No
g924.t1	g924.t1	447	No	No
g925.t1	g925.t1	348	No	No
g926.t2	g926.t2	723	No	No
g927.t1	g927.t1	243	No	No
g928.t1	g928.t1	685	No	No
g929.t1	g929.t1	614	No	No
g930.t1	g930.t1	944	No	No
g931.t1	g931.t1	198	No	No
g932.t1	g932.t1	232	No	No
g933.t1	g933.t1	583	No	No
g934.t1	g934.t1	83	No	No
g935.t1	g935.t1	261	No	No
g936.t1	g936.t1	2038	No	No
g937.t1	g937.t1	223	No	No
g938.t1	g938.t1	341	No	No
g939.t1	g939.t1	175	No	No
g940.t1	g940.t1	120	No	No
g941.t1	g941.t1	169	No	No
g942.t1	g942.t1	373	Yes	No
g943.t2	g943.t2	1446	Yes	No
g944.t2	g944.t2	637	No	No
g945.t1	g945.t1	406	No	No
g946.t1	g946.t1	264	No	No
g947.t1	g947.t1	99	No	No
g948.t1	g948.t1	90	No	No
g949.t1	g949.t1	98	No	No
g950.t1	g950.t1	600	No	No
g951.t1	g951.t1	260	No	No
g952.t1	g952.t1	100	No	No
g953.t1	g953.t1	132	No	No
g954.t1	g954.t1	101	No	No
g955.t1	g955.t1	534	No	No
g956.t1	g956.t1	159	Yes	No
g957.t1	g957.t1	215	Yes	No
g958.t1	g958.t1	219	No	No
g959.t1	g959.t1	111	No	No
g960.t1	g960.t1	97	No	No
g961.t1	g961.t1	120	No	No
g962.t1	g962.t1	297	No	No
g963.t1	g963.t1	259	No	No
g964.t1	g964.t1	151	No	No
g965.t1	g965.t1	332	No	No
g966.t1	g966.t1	265	No	No
g967.t1	g967.t1	317	No	No
g968.t1	g968.t1	198	No	No
g969.t1	g969.t1	209	No	No
g970.t1	g970.t1	92	No	No
g971.t1	g971.t1	759	No	No
g972.t1	g972.t1	146	No	No
g973.t1	g973.t1	500	No	No
g974.t1	g974.t1	72	Yes	No
g975.t1	g975.t1	290	Yes	No
g976.t1	g976.t1	1065	No	No
g977.t1	g977.t1	220	No	No
g978.t1	g978.t1	94	No	No
g979.t1	g979.t1	83	No	No
g980.t1	g980.t1	227	Yes	No
g981.t1	g981.t1	839	No	No
g982.t1	g982.t1	776	No	No
g983.t1	g983.t1	85	No	No
g984.t1	g984.t1	629	No	No
g985.t1	g985.t1	665	Yes	No
g986.t1	g986.t1	285	No	No
g987.t1	g987.t1	116	No	No
g988.t1	g988.t1	585	Yes	No
g989.t2	g989.t2	131	No	No
g990.t1	g990.t1	99	No	No
g991.t1	g991.t1	83	No	No
g992.t1	g992.t1	236	No	No
g993.t1	g993.t1	116	No	No
g994.t1	g994.t1	84	No	No
g995.t1	g995.t1	1106	No	No
g996.t1	g996.t1	126	No	No
g997.t1	g997.t1	79	No	No
g998.t1	g998.t1	102	No	No
g999.t1	g999.t1	279	No	No
g1000.t1	g1000.t1	213	No	No
g1001.t1	g1001.t1	289	No	No
g1002.t1	g1002.t1	936	No	No
g1003.t1	g1003.t1	194	No	No
g1004.t1	g1004.t1	317	No	No
g1005.t1	g1005.t1	641	No	No
g1006.t1	g1006.t1	251	No	No
g1007.t1	g1007.t1	142	No	No
g1008.t1	g1008.t1	145	No	No
g1009.t1	g1009.t1	237	No	No
g1010.t1	g1010.t1	581	No	No
g1011.t1	g1011.t1	123	No	No
g1012.t1	g1012.t1	94	No	No
g1013.t1	g1013.t1	450	No	No
g1014.t1	g1014.t1	411	No	No
g1015.t1	g1015.t1	120	No	No
g1016.t1	g1016.t1	53	Yes	No
g1017.t1	g1017.t1	108	No	No
g1018.t1	g1018.t1	379	No	No
g1019.t1	g1019.t1	414	No	No
g1020.t1	g1020.t1	136	No	No
g1021.t1	g1021.t1	227	No	No
g1022.t1	g1022.t1	487	No	No
g1023.t1	g1023.t1	87	No	No
g1024.t1	g1024.t1	340	No	No
g1025.t1	g1025.t1	110	No	No
g1026.t1	g1026.t1	78	No	No
g1027.t1	g1027.t1	426	No	No
g1028.t1	g1028.t1	109	Yes	No
g1029.t1	g1029.t1	49	Yes	No
g1030.t1	g1030.t1	201	No	No
g1031.t1	g1031.t1	206	No	No
g1032.t1	g1032.t1	596	No	No
g1033.t1	g1033.t1	362	No	No
g1034.t1	g1034.t1	862	No	No
g1035.t1	g1035.t1	1733	No	No
g1036.t1	g1036.t1	500	No	No
g1037.t1	g1037.t1	107	No	No
g1038.t1	g1038.t1	120	No	No
g1039.t1	g1039.t1	875	No	No
g1040.t1	g1040.t1	406	No	No
g1041.t1	g1041.t1	394	No	No
g1042.t1	g1042.t1	405	No	No
g1043.t1	g1043.t1	74	No	No
g1044.t1	g1044.t1	131	Yes	No
g1045.t1	g1045.t1	326	No	No
g1046.t1	g1046.t1	303	No	No
g1047.t1	g1047.t1	205	No	No
g1048.t1	g1048.t1	822	No	No
g1049.t1	g1049.t1	550	No	No
g1050.t1	g1050.t1	148	No	No
g1051.t1	g1051.t1	152	No	No
g1052.t1	g1052.t1	500	No	No
g1053.t2	g1053.t2	153	No	No
g1054.t1	g1054.t1	1013	Yes	No
g1055.t1	g1055.t1	76	No	No
g1056.t1	g1056.t1	562	Yes	No
g1057.t1	g1057.t1	324	No	No
g1058.t1	g1058.t1	412	No	No
g1059.t1	g1059.t1	79	No	No
g1060.t1	g1060.t1	750	No	No
g1061.t1	g1061.t1	636	No	No
g1062.t1	g1062.t1	182	No	No
g1063.t1	g1063.t1	111	No	No
g1064.t1	g1064.t1	128	No	No
g1065.t1	g1065.t1	91	No	No
g1066.t1	g1066.t1	286	No	No
g1067.t1	g1067.t1	1924	No	No
g1068.t1	g1068.t1	4481	No	No
g1069.t1	g1069.t1	109	No	No
g1070.t1	g1070.t1	927	No	No
g1071.t1	g1071.t1	136	No	No
g1072.t1	g1072.t1	138	No	No
g1073.t1	g1073.t1	667	No	No
g1074.t1	g1074.t1	111	No	No
g1075.t1	g1075.t1	296	Yes	No
g1076.t1	g1076.t1	556	No	No
g1077.t1	g1077.t1	716	No	No
g1078.t1	g1078.t1	366	No	No
g1079.t1	g1079.t1	94	No	No
g1080.t1	g1080.t1	466	No	No
g1081.t1	g1081.t1	81	No	No
g1082.t1	g1082.t1	329	No	No
g1083.t1	g1083.t1	368	No	No
g1084.t1	g1084.t1	254	No	No
g1085.t1	g1085.t1	479	No	No
g1086.t1	g1086.t1	392	No	No
g1087.t1	g1087.t1	587	No	No
g1088.t1	g1088.t1	94	No	No
g1089.t1	g1089.t1	92	No	No
g1090.t1	g1090.t1	87	No	No
g1091.t1	g1091.t1	104	No	No
g1092.t1	g1092.t1	174	No	No
g1093.t1	g1093.t1	489	No	No
g1094.t1	g1094.t1	447	No	No
g1095.t1	g1095.t1	483	No	No
g1096.t1	g1096.t1	73	Yes	No
g1097.t1	g1097.t1	151	No	No
g1098.t1	g1098.t1	115	No	No
g1099.t1	g1099.t1	92	No	No
g1100.t1	g1100.t1	252	No	No
g1101.t2	g1101.t2	536	No	No
g1102.t1	g1102.t1	106	No	No
g1103.t1	g1103.t1	66	No	No
g1104.t1	g1104.t1	57	Yes	No
g1105.t1	g1105.t1	315	No	No
g1106.t1	g1106.t1	218	No	No
g1107.t1	g1107.t1	601	Yes	No
g1108.t1	g1108.t1	551	No	No
g1109.t1	g1109.t1	499	No	No
g1110.t1	g1110.t1	272	No	No
g1111.t1	g1111.t1	122	No	No
g1112.t1	g1112.t1	511	Yes	No
g1113.t1	g1113.t1	626	No	No
g1114.t1	g1114.t1	475	No	No
g1115.t1	g1115.t1	98	No	No
g1116.t1	g1116.t1	129	Yes	No
g1117.t1	g1117.t1	144	No	No
g1118.t1	g1118.t1	1000	No	No
g1119.t1	g1119.t1	88	No	No
g1120.t1	g1120.t1	299	No	No
g1121.t1	g1121.t1	428	No	No
g1122.t1	g1122.t1	784	No	No
g1123.t1	g1123.t1	383	No	No
g1124.t1	g1124.t1	215	No	No
g1125.t1	g1125.t1	950	No	No
g1126.t1	g1126.t1	70	No	No
g1127.t1	g1127.t1	95	No	No
g1128.t1	g1128.t1	460	No	No
g1129.t1	g1129.t1	87	No	No
g1130.t1	g1130.t1	87	No	No
g1131.t1	g1131.t1	85	No	No
g1132.t1	g1132.t1	82	No	No
g1133.t2	g1133.t2	109	No	No
g1134.t1	g1134.t1	182	No	No
g1135.t1	g1135.t1	237	No	No
g1136.t1	g1136.t1	1080	Yes	No
g1137.t1	g1137.t1	480	No	No
g1138.t1	g1138.t1	402	No	No
g1139.t1	g1139.t1	514	No	No
g1140.t1	g1140.t1	1321	No	No
g1141.t2	g1141.t2	878	No	No
g1142.t1	g1142.t1	725	No	No
g1143.t1	g1143.t1	388	No	No
g1144.t1	g1144.t1	1905	No	No
g1145.t1	g1145.t1	490	No	No
g1146.t1	g1146.t1	605	No	No
g1147.t1	g1147.t1	176	No	No
g1148.t1	g1148.t1	209	No	No
g1149.t1	g1149.t1	97	No	No
g1150.t1	g1150.t1	161	No	No
g1151.t1	g1151.t1	79	No	No
g1152.t1	g1152.t1	97	No	No
g1153.t1	g1153.t1	81	No	No
g1154.t1	g1154.t1	463	No	No
g1155.t1	g1155.t1	171	No	No
g1156.t1	g1156.t1	218	No	No
g1157.t1	g1157.t1	764	No	No
g1158.t1	g1158.t1	1843	No	No
g1159.t1	g1159.t1	619	No	No
g1160.t1	g1160.t1	385	No	No
g1161.t1	g1161.t1	97	No	No
g1162.t1	g1162.t1	1335	No	No
g1163.t1	g1163.t1	358	No	No
g1164.t1	g1164.t1	70	No	No
g1165.t1	g1165.t1	95	No	No
g1166.t1	g1166.t1	75	No	No
g1167.t1	g1167.t1	123	No	No
g1168.t1	g1168.t1	91	No	No
g1169.t1	g1169.t1	418	Yes	No
g1170.t1	g1170.t1	75	No	No
g1171.t1	g1171.t1	857	No	No
g1172.t1	g1172.t1	285	No	No
g1173.t1	g1173.t1	79	No	No
g1174.t1	g1174.t1	714	No	No
g1175.t1	g1175.t1	234	No	No
g1176.t1	g1176.t1	671	No	No
g1177.t1	g1177.t1	76	No	No
g1178.t1	g1178.t1	397	No	No
g1179.t1	g1179.t1	537	No	No
g1180.t1	g1180.t1	264	No	No
g1181.t1	g1181.t1	859	No	No
g1182.t1	g1182.t1	159	No	No
g1183.t2	g1183.t2	776	No	No
g1184.t1	g1184.t1	190	Yes	No
g1185.t1	g1185.t1	317	No	No
g1186.t1	g1186.t1	268	No	No
g1187.t1	g1187.t1	196	No	No
g1188.t1	g1188.t1	480	No	No
g1189.t1	g1189.t1	49	Yes	No
g1190.t1	g1190.t1	127	No	No
g1191.t1	g1191.t1	296	No	No
g1192.t1	g1192.t1	479	No	No
g1193.t1	g1193.t1	395	No	No
g1194.t1	g1194.t1	531	Yes	No
g1195.t1	g1195.t1	518	No	No
g1196.t1	g1196.t1	551	No	No
g1197.t1	g1197.t1	217	No	No
g1198.t1	g1198.t1	85	No	No
g1199.t1	g1199.t1	662	No	No
g1200.t1	g1200.t1	113	Yes	No
g1201.t1	g1201.t1	327	No	No
g1202.t1	g1202.t1	154	No	No
g1203.t1	g1203.t1	454	No	No
g1204.t1	g1204.t1	83	No	No
g1205.t1	g1205.t1	352	No	No
g1206.t1	g1206.t1	452	No	No
g1207.t1	g1207.t1	1021	No	No
g1208.t1	g1208.t1	242	No	No
g1209.t1	g1209.t1	616	No	No
g1210.t1	g1210.t1	303	No	No
g1211.t1	g1211.t1	114	No	No
g1212.t1	g1212.t1	138	No	No
g1213.t1	g1213.t1	824	No	No
g1214.t1	g1214.t1	470	No	No
g1215.t1	g1215.t1	153	No	No
g1216.t1	g1216.t1	267	No	No
g1217.t1	g1217.t1	225	No	No
g1218.t1	g1218.t1	146	No	No
g1219.t1	g1219.t1	88	No	No
g1220.t1	g1220.t1	165	No	No
g1221.t1	g1221.t1	134	No	No
g1222.t1	g1222.t1	73	No	No
g1223.t1	g1223.t1	435	No	No
g1224.t1	g1224.t1	782	No	No
g1225.t1	g1225.t1	82	No	No
g1226.t1	g1226.t1	89	No	No
g1227.t1	g1227.t1	514	No	No
g1228.t1	g1228.t1	289	No	No
g1229.t1	g1229.t1	653	No	No
g1230.t1	g1230.t1	146	No	No
g1231.t1	g1231.t1	66	No	No
g1232.t1	g1232.t1	912	No	No
g1233.t1	g1233.t1	626	No	No
g1234.t1	g1234.t1	349	No	No
g1235.t1	g1235.t1	46	No	No
g1236.t1	g1236.t1	88	No	No
g1237.t1	g1237.t1	92	No	No
g1238.t1	g1238.t1	140	No	No
g1239.t1	g1239.t1	73	No	No
g1240.t2	g1240.t2	322	No	No
g1241.t1	g1241.t1	223	No	No
g1242.t1	g1242.t1	206	No	No
g1243.t1	g1243.t1	484	No	No
g1244.t1	g1244.t1	404	No	No
g1245.t1	g1245.t1	497	No	No
g1246.t1	g1246.t1	85	No	No
g1247.t1	g1247.t1	173	No	No
g1248.t1	g1248.t1	258	No	No
g1249.t1	g1249.t1	83	No	No
g1250.t1	g1250.t1	266	No	No
g1251.t1	g1251.t1	137	No	No
g1252.t1	g1252.t1	411	No	No
g1253.t1	g1253.t1	419	Yes	No
g1254.t1	g1254.t1	297	No	No
g1255.t1	g1255.t1	87	No	No
g1256.t1	g1256.t1	193	Yes	No
g1257.t1	g1257.t1	75	No	No
g1258.t1	g1258.t1	88	No	No
g1259.t1	g1259.t1	405	No	No
g1260.t1	g1260.t1	568	No	No
g1261.t1	g1261.t1	117	No	No
g1262.t2	g1262.t2	419	No	No
g1263.t1	g1263.t1	284	No	No
g1264.t1	g1264.t1	844	No	No
g1265.t1	g1265.t1	1760	No	No
g1266.t1	g1266.t1	851	No	No
g1267.t1	g1267.t1	91	No	No
g1268.t1	g1268.t1	116	No	No
g1269.t1	g1269.t1	364	No	No
g1270.t1	g1270.t1	83	No	No
g1271.t1	g1271.t1	77	No	No
g1272.t1	g1272.t1	93	No	No
g1273.t1	g1273.t1	95	No	No
g1274.t1	g1274.t1	137	No	No
g1275.t1	g1275.t1	633	No	No
g1276.t1	g1276.t1	113	No	No
g1277.t1	g1277.t1	362	No	No
g1278.t1	g1278.t1	82	No	No
g1279.t1	g1279.t1	407	No	No
g1280.t1	g1280.t1	1106	No	No
g1281.t1	g1281.t1	214	No	No
g1282.t1	g1282.t1	142	No	No
g1283.t1	g1283.t1	933	No	No
g1284.t1	g1284.t1	129	No	No
g1285.t1	g1285.t1	211	No	No
g1286.t1	g1286.t1	553	No	No
g1287.t1	g1287.t1	264	No	No
g1288.t1	g1288.t1	889	No	No
g1289.t1	g1289.t1	315	Yes	No
g1290.t1	g1290.t1	81	Yes	No
g1291.t1	g1291.t1	184	No	No
g1292.t1	g1292.t1	289	No	No
g1293.t1	g1293.t1	76	No	No
g1294.t1	g1294.t1	67	No	No
g1295.t1	g1295.t1	369	No	No
g1296.t1	g1296.t1	540	No	No
g1297.t1	g1297.t1	841	Yes	No
g1298.t1	g1298.t1	154	No	No
g1299.t1	g1299.t1	1149	No	No
g1300.t1	g1300.t1	226	No	No
g1301.t1	g1301.t1	375	No	No
g1302.t1	g1302.t1	219	No	No
g1303.t1	g1303.t1	109	No	No
g1304.t1	g1304.t1	91	No	No
g1305.t1	g1305.t1	229	No	No
g1306.t1	g1306.t1	211	No	No
g1307.t1	g1307.t1	333	No	No
g1308.t1	g1308.t1	332	No	No
g1309.t1	g1309.t1	750	No	No
g1310.t1	g1310.t1	474	No	No
g1311.t1	g1311.t1	110	No	No
g1312.t1	g1312.t1	493	No	No
g1313.t1	g1313.t1	142	No	No
g1314.t1	g1314.t1	216	No	No
g1315.t1	g1315.t1	200	No	No
g1316.t1	g1316.t1	559	No	No
g1317.t1	g1317.t1	67	No	No
g1318.t1	g1318.t1	88	No	No
g1319.t1	g1319.t1	260	No	No
g1320.t1	g1320.t1	191	No	No
g1321.t1	g1321.t1	257	Yes	No
g1322.t1	g1322.t1	423	Yes	No
g1323.t1	g1323.t1	31	No	No
g1324.t1	g1324.t1	252	No	No
g1325.t1	g1325.t1	115	No	No
g1326.t1	g1326.t1	1386	Yes	No
g1327.t1	g1327.t1	515	No	No
g1328.t1	g1328.t1	192	No	No
g1329.t1	g1329.t1	401	No	No
g1330.t1	g1330.t1	348	No	No
g1331.t1	g1331.t1	462	No	No
g1332.t1	g1332.t1	570	No	No
g1333.t2	g1333.t2	1378	No	No
g1334.t1	g1334.t1	418	No	No
g1335.t1	g1335.t1	103	No	No
g1336.t1	g1336.t1	237	No	No
g1337.t1	g1337.t1	983	No	No
g1338.t1	g1338.t1	1175	No	No
g1339.t1	g1339.t1	89	No	No
g1340.t1	g1340.t1	118	No	No
g1341.t1	g1341.t1	156	No	No
g1342.t1	g1342.t1	307	No	No
g1343.t1	g1343.t1	134	Yes	No
g1344.t1	g1344.t1	1396	Yes	No
g1345.t1	g1345.t1	713	Yes	No
g1346.t1	g1346.t1	170	No	No
g1347.t1	g1347.t1	714	No	No
g1348.t1	g1348.t1	78	No	No
g1349.t1	g1349.t1	97	No	No
g1350.t1	g1350.t1	197	No	No
g1351.t1	g1351.t1	80	No	No
g1352.t1	g1352.t1	241	No	No
g1353.t1	g1353.t1	104	No	No
g1354.t1	g1354.t1	31	No	No
g1355.t1	g1355.t1	215	Yes	No
g1356.t1	g1356.t1	640	No	No
g1357.t1	g1357.t1	585	No	No
g1358.t1	g1358.t1	360	No	No
g1359.t1	g1359.t1	656	No	No
g1360.t1	g1360.t1	76	No	No
g1361.t1	g1361.t1	164	No	No
g1362.t1	g1362.t1	707	No	No
g1363.t1	g1363.t1	110	No	No
g1364.t1	g1364.t1	116	No	No
g1365.t1	g1365.t1	190	No	No
g1366.t1	g1366.t1	64	No	No
g1367.t1	g1367.t1	128	No	No
g1368.t1	g1368.t1	163	No	No
g1369.t1	g1369.t1	457	No	No
g1370.t1	g1370.t1	266	No	No
g1371.t1	g1371.t1	562	No	No
g1372.t1	g1372.t1	278	No	No
g1373.t1	g1373.t1	85	No	No
g1374.t1	g1374.t1	304	No	No
g1375.t1	g1375.t1	414	No	No
g1376.t1	g1376.t1	559	No	No
g1377.t1	g1377.t1	85	No	No
g1378.t1	g1378.t1	224	Yes	No
g1379.t1	g1379.t1	449	No	No
g1380.t1	g1380.t1	537	No	No
g1381.t1	g1381.t1	337	No	No
g1382.t1	g1382.t1	378	No	No
g1383.t1	g1383.t1	835	No	No
g1384.t1	g1384.t1	141	No	No
g1385.t1	g1385.t1	226	No	No
g1386.t1	g1386.t1	191	No	No
g1387.t1	g1387.t1	100	No	No
g1388.t1	g1388.t1	603	No	No
g1389.t1	g1389.t1	80	No	No
g1390.t1	g1390.t1	95	No	No
g1391.t1	g1391.t1	660	No	No
g1392.t1	g1392.t1	155	No	No
g1393.t1	g1393.t1	161	No	No
g1394.t1	g1394.t1	136	Yes	No
g1395.t1	g1395.t1	1031	No	No
g1396.t1	g1396.t1	132	No	No
g1397.t1	g1397.t1	225	No	No
g1398.t1	g1398.t1	72	No	No
g1399.t1	g1399.t1	74	No	No
g1400.t1	g1400.t1	96	No	No
g1401.t1	g1401.t1	208	No	No
g1402.t1	g1402.t1	424	No	No
g1403.t1	g1403.t1	1814	No	No
g1404.t1	g1404.t1	253	No	No
g1405.t1	g1405.t1	710	No	No
g1406.t1	g1406.t1	338	No	No
g1407.t1	g1407.t1	225	No	No
g1408.t1	g1408.t1	766	No	No
g1409.t1	g1409.t1	179	No	No
g1410.t1	g1410.t1	133	No	No
g1411.t1	g1411.t1	131	No	No
g1412.t1	g1412.t1	149	No	No
g1413.t1	g1413.t1	375	No	No
g1414.t1	g1414.t1	276	No	No
g1415.t1	g1415.t1	290	No	No
g1416.t1	g1416.t1	108	No	No
g1417.t1	g1417.t1	105	No	No
g1418.t1	g1418.t1	411	No	No
g1419.t1	g1419.t1	120	No	No
g1420.t1	g1420.t1	840	No	No
g1421.t1	g1421.t1	637	No	No
g1422.t1	g1422.t1	393	No	No
g1423.t1	g1423.t1	754	No	No
g1424.t1	g1424.t1	236	No	No
g1425.t1	g1425.t1	134	No	No
g1426.t1	g1426.t1	254	No	No
g1427.t1	g1427.t1	238	No	No
g1428.t1	g1428.t1	1193	No	No
g1429.t1	g1429.t1	328	No	No
g1430.t1	g1430.t1	84	No	No
g1431.t1	g1431.t1	146	No	No
g1432.t1	g1432.t1	121	No	No
g1433.t1	g1433.t1	193	No	No
g1434.t1	g1434.t1	38	No	No
g1435.t1	g1435.t1	225	No	No
g1436.t1	g1436.t1	207	No	No
g1437.t2	g1437.t2	501	No	No
g1438.t1	g1438.t1	76	No	No
g1439.t1	g1439.t1	135	No	No
g1440.t1	g1440.t1	151	No	No
g1441.t1	g1441.t1	76	No	No
g1442.t1	g1442.t1	535	No	No
g1443.t1	g1443.t1	328	No	No
g1444.t1	g1444.t1	482	No	No
g1445.t2	g1445.t2	868	No	No
g1446.t2	g1446.t2	708	No	No
g1447.t2	g1447.t2	731	No	No
g1448.t1	g1448.t1	884	No	No
g1449.t1	g1449.t1	1088	No	No
g1450.t1	g1450.t1	363	No	No
g1451.t1	g1451.t1	488	No	No
g1452.t1	g1452.t1	148	No	No
g1453.t1	g1453.t1	186	Yes	No
g1454.t1	g1454.t1	538	Yes	No
g1455.t1	g1455.t1	164	No	No
g1456.t1	g1456.t1	96	No	No
g1457.t1	g1457.t1	417	No	No
g1458.t1	g1458.t1	484	No	No
g1459.t1	g1459.t1	133	No	No
g1460.t1	g1460.t1	971	No	No
g1461.t1	g1461.t1	241	No	No
g1462.t1	g1462.t1	247	No	No
g1463.t1	g1463.t1	86	Yes	No
g1464.t1	g1464.t1	481	No	No
g1465.t1	g1465.t1	529	No	No
g1466.t1	g1466.t1	425	Yes	No
g1467.t1	g1467.t1	504	No	No
g1468.t1	g1468.t1	1861	No	No
g1469.t1	g1469.t1	267	No	No
g1470.t1	g1470.t1	1346	No	No
g1471.t1	g1471.t1	181	No	No
g1472.t1	g1472.t1	518	No	No
g1473.t2	g1473.t2	1078	No	No
g1474.t1	g1474.t1	85	No	No
g1475.t1	g1475.t1	3259	No	No
g1476.t1	g1476.t1	88	No	No
g1477.t1	g1477.t1	236	No	No
g1478.t1	g1478.t1	127	No	No
g1479.t1	g1479.t1	236	No	No
